thr	hits	freq	error
-54	0	0	
-50	0	0	
-46	0	0	
-42	0	0	
-38	0	0	
-34	1	100	100
-30	9	900	300
-26	17	1700	412.311
-22	41	4100	640.312
-18	107	10700	1034.41
-14	519	51900	2278.16
-10	6	2.4e+06	979796
-6	59	2.36e+07	3.07246e+06
-2	65	2.6e+07	3.2249e+06
2	45	1.8e+07	2.68328e+06
6	10	4e+06	1.26491e+06
10	3	1.2e+06	692820
14	2	800000	565685
18	0	0	
22	0	0	
26	0	0	
30	0	0	
34	0	0	
38	0	0	
42	0	0	
