#thresh	rate
-55	35	3500
-51	72	7200
-47	263	26300
-43	548	54800
-39	723	72300
-35	782	78200
-31	769	76900
-27	949	94900
-23	1601	160100
-19	3250	325000
-15	6469	646900
-11	9506	950600
-7	10554	1.0554e+06
-3	9770	977000
1	6649	664900
5	2812	281200
9	1062	106200
13	491	49100
17	220	22000
21	68	6800
25	12	1200
29	3	300
33	1	100
37	0	0
41	0	0
45	0	0
49	0	0
