-64	0	0
-62	0	0
-60	2	4000
-58	0	0
-56	0	0
-54	0	0
-52	1	2000
-50	0	0
-48	0	0
-46	1	2000
-44	2	4000
-42	4	8000
-40	7	14000
-38	11	22000
-36	17	34000
-34	35	70000
-32	17	34000
-30	42	84000
-28	52	104000
-26	29	58000
-24	56	112000
-22	74	148000
-20	84	168000
-18	122	244000
-16	201	402000
-14	304	608000
-12	404	808000
-10	470	940000
-8	507	1.014e+06
-6	521	1.042e+06
-4	513	1.026e+06
-2	477	954000
0	425	850000
2	331	662000
4	220	440000
6	132	264000
8	94	188000
10	48	96000
12	37	74000
14	37	74000
16	36	72000
18	29	58000
20	31	62000
22	17	34000
24	13	26000
26	4	8000
28	1	2000
30	3	6000
32	0	0
34	0	0
36	0	0
38	0	0
40	0	0
42	0	0
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
