-64	0	0
-62	6	12000
-60	6	12000
-58	5	10000
-56	0	0
-54	3	6000
-52	9	18000
-50	11	22000
-48	31	62000
-46	43	86000
-44	47	94000
-42	47	94000
-40	40	80000
-38	42	84000
-36	29	58000
-34	35	70000
-32	38	76000
-30	36	72000
-28	48	96000
-26	45	90000
-24	51	102000
-22	65	130000
-20	82	164000
-18	126	252000
-16	221	442000
-14	302	604000
-12	394	788000
-10	455	910000
-8	498	996000
-6	515	1.03e+06
-4	503	1.006e+06
-2	493	986000
0	456	912000
2	345	690000
4	240	480000
6	166	332000
8	95	190000
10	45	90000
12	44	88000
14	41	82000
16	45	90000
18	40	80000
20	41	82000
22	55	110000
24	56	112000
26	39	78000
28	44	88000
30	38	76000
32	41	82000
34	23	46000
36	3	6000
38	1	2000
40	0	0
42	1	2000
44	0	0
46	1	2000
48	1	2000
50	3	6000
52	0	0
54	0	0
