-64	0	0
-62	0	0
-60	0	0
-58	0	0
-56	0	0
-54	0	0
-52	2	4000
-50	12	24000
-48	20	40000
-46	11	22000
-44	32	64000
-42	31	62000
-40	44	88000
-38	47	94000
-36	39	78000
-34	41	82000
-32	53	106000
-30	30	60000
-28	44	88000
-26	45	90000
-24	59	118000
-22	78	156000
-20	64	128000
-18	142	284000
-16	197	394000
-14	314	628000
-12	408	816000
-10	458	916000
-8	502	1.004e+06
-6	514	1.028e+06
-4	505	1.01e+06
-2	481	962000
0	419	838000
2	319	638000
4	211	422000
6	127	254000
8	97	194000
10	56	112000
12	43	86000
14	42	84000
16	36	72000
18	41	82000
20	29	58000
22	10	20000
24	8	16000
26	5	10000
28	6	12000
30	3	6000
32	2	4000
34	0	0
36	0	0
38	1	2000
40	0	0
42	0	0
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
