-64	0	0
-62	0	0
-60	0	0
-58	0	0
-56	0	0
-54	0	0
-52	0	0
-50	0	0
-48	1	2000
-46	4	8000
-44	5	10000
-42	8	16000
-40	19	38000
-38	20	40000
-36	36	72000
-34	44	88000
-32	33	66000
-30	47	94000
-28	45	90000
-26	38	76000
-24	62	124000
-22	83	166000
-20	109	218000
-18	204	408000
-16	276	552000
-14	347	694000
-12	419	838000
-10	496	992000
-8	516	1.032e+06
-6	533	1.066e+06
-4	524	1.048e+06
-2	508	1.016e+06
0	452	904000
2	368	736000
4	281	562000
6	209	418000
8	99	198000
10	69	138000
12	52	104000
14	36	72000
16	41	82000
18	41	82000
20	30	60000
22	52	104000
24	29	58000
26	18	36000
28	19	38000
30	14	28000
32	11	22000
34	5	10000
36	1	2000
38	4	8000
40	3	6000
42	4	8000
44	2	4000
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
