-64	0	0
-62	0	0
-60	0	0
-58	0	0
-56	0	0
-54	0	0
-52	0	0
-50	3	6000
-48	1	2000
-46	2	4000
-44	2	4000
-42	6	12000
-40	26	52000
-38	24	48000
-36	24	48000
-34	27	54000
-32	38	76000
-30	40	80000
-28	34	68000
-26	45	90000
-24	35	70000
-22	60	120000
-20	73	146000
-18	117	234000
-16	198	396000
-14	269	538000
-12	376	752000
-10	457	914000
-8	496	992000
-6	516	1.032e+06
-4	504	1.008e+06
-2	491	982000
0	444	888000
2	364	728000
4	209	418000
6	123	246000
8	46	92000
10	46	92000
12	40	80000
14	50	100000
16	27	54000
18	25	50000
20	31	62000
22	11	22000
24	10	20000
26	5	10000
28	3	6000
30	2	4000
32	0	0
34	0	0
36	0	0
38	0	0
40	0	0
42	0	0
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
