-64	0	0
-62	0	0
-60	0	0
-58	4	8000
-56	4	8000
-54	3	6000
-52	5	10000
-50	6	12000
-48	24	48000
-46	32	64000
-44	39	78000
-42	29	58000
-40	16	32000
-38	20	40000
-36	21	42000
-34	14	28000
-32	25	50000
-30	20	40000
-28	22	44000
-26	30	60000
-24	26	52000
-22	24	48000
-20	94	188000
-18	121	242000
-16	172	344000
-14	301	602000
-12	383	766000
-10	474	948000
-8	512	1.024e+06
-6	518	1.036e+06
-4	513	1.026e+06
-2	477	954000
0	414	828000
2	303	606000
4	202	404000
6	96	192000
8	43	86000
10	32	64000
12	24	48000
14	20	40000
16	25	50000
18	17	34000
20	14	28000
22	4	8000
24	10	20000
26	4	8000
28	5	10000
30	0	0
32	2	4000
34	0	0
36	0	0
38	0	0
40	0	0
42	0	0
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
