-64	0	0
-62	0	0
-60	0	0
-58	0	0
-56	0	0
-54	0	0
-52	0	0
-50	0	0
-48	2	4000
-46	5	10000
-44	3	6000
-42	14	28000
-40	19	38000
-38	35	70000
-36	36	72000
-34	30	60000
-32	38	76000
-30	36	72000
-28	43	86000
-26	45	90000
-24	47	94000
-22	58	116000
-20	83	166000
-18	122	244000
-16	199	398000
-14	311	622000
-12	385	770000
-10	450	900000
-8	498	996000
-6	505	1.01e+06
-4	497	994000
-2	477	954000
0	413	826000
2	321	642000
4	180	360000
6	131	262000
8	69	138000
10	60	120000
12	48	96000
14	24	48000
16	45	90000
18	42	84000
20	25	50000
22	33	66000
24	24	48000
26	10	20000
28	13	26000
30	6	12000
32	2	4000
34	12	24000
36	35	70000
38	41	82000
40	40	80000
42	1	2000
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
