-64	18	36000
-62	9	18000
-60	1	2000
-58	8	16000
-56	0	0
-54	2	4000
-52	18	36000
-50	27	54000
-48	32	64000
-46	14	28000
-44	12	24000
-42	4	8000
-40	15	30000
-38	32	64000
-36	38	76000
-34	30	60000
-32	39	78000
-30	27	54000
-28	44	88000
-26	40	80000
-24	28	56000
-22	33	66000
-20	79	158000
-18	88	176000
-16	158	316000
-14	259	518000
-12	374	748000
-10	444	888000
-8	491	982000
-6	513	1.026e+06
-4	503	1.006e+06
-2	465	930000
0	398	796000
2	298	596000
4	170	340000
6	97	194000
8	42	84000
10	21	42000
12	24	48000
14	21	42000
16	10	20000
18	10	20000
20	14	28000
22	15	30000
24	0	0
26	3	6000
28	1	2000
30	0	0
32	0	0
34	0	0
36	0	0
38	0	0
40	0	0
42	0	0
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
