thit#	eventID	hit#	channel	edge	error	coarse	fine	time
0	5	0	5	1	0	346	24	8668.750000ns
1	55	0	5	1	0	253	13	6335.156250ns
2	61	0	5	1	0	758	10	18957.812500ns
3	80	0	5	1	0	734	4	18353.125000ns
4	88	0	5	1	0	732	2	18301.562500ns
5	93	0	5	1	0	744	16	18612.500000ns
6	116	0	5	1	0	583	18	14589.062500ns
7	120	0	5	1	0	55	12	1384.375000ns
8	120	1	5	1	0	765	21	19141.406250ns
9	121	0	5	1	0	578	11	14458.593750ns
10	141	0	5	1	0	86	4	2153.125000ns
11	151	0	5	1	0	543	27	13596.093750ns
12	154	0	5	1	0	88	24	2218.750000ns
13	155	0	5	1	0	65	14	1635.937500ns
14	156	0	5	1	0	79	22	1992.187500ns
15	163	0	5	1	0	704	7	17605.468750ns
16	169	0	5	1	0	175	1	4375.781250ns
17	189	0	5	1	0	747	9	18682.031250ns
18	201	0	5	1	0	643	6	16079.687500ns
19	203	0	5	1	0	650	3	16252.343750ns
20	203	1	5	1	0	741	22	18542.187500ns
21	204	0	5	1	0	448	11	11208.593750ns
22	204	1	5	1	0	536	20	13415.625000ns
23	208	0	5	1	0	656	8	16406.250000ns
24	208	1	5	1	0	747	9	18682.031250ns
25	219	0	5	1	0	597	4	14928.125000ns
26	219	1	5	1	0	685	4	17128.125000ns
27	228	0	5	1	0	3	2	76.562500ns
28	229	0	5	1	0	7	6	179.687500ns
29	230	0	5	1	0	3	9	82.031250ns
30	230	1	5	1	0	621	10	15532.812500ns
31	230	2	5	1	0	712	31	17824.218750ns
32	235	0	5	1	0	763	12	19084.375000ns
33	238	0	5	1	0	2	5	53.906250ns
34	240	0	5	1	0	644	31	16124.218750ns
35	240	1	5	1	0	730	4	18253.125000ns
36	250	0	5	1	0	501	24	12543.750000ns
37	255	0	5	1	0	752	10	18807.812500ns
38	260	0	5	1	0	65	30	1648.437500ns
39	260	1	5	1	0	694	29	17372.656250ns
40	260	2	5	1	0	779	19	19489.843750ns
41	264	0	5	1	0	53	3	1327.343750ns
42	264	1	5	1	0	760	25	19019.531250ns
43	282	0	5	1	0	277	5	6928.906250ns
44	283	0	5	1	0	243	28	6096.875000ns
45	285	0	5	1	0	43	31	1099.218750ns
46	290	0	5	1	0	81	14	2035.937500ns
47	292	0	5	1	0	28	0	700.000000ns
48	292	1	5	1	0	664	5	16603.906250ns
49	292	2	5	1	0	749	11	18733.593750ns
50	293	0	5	1	0	49	27	1246.093750ns
51	293	1	5	1	0	773	16	19337.500000ns
52	294	0	5	1	0	261	30	6548.437500ns
53	294	1	5	1	0	359	24	8993.750000ns
54	299	0	5	1	0	44	23	1117.968750ns
55	300	0	5	1	0	13	28	346.875000ns
56	301	0	5	1	0	2	5	53.906250ns
57	301	1	5	1	0	711	27	17796.093750ns
58	306	0	5	1	0	13	7	330.468750ns
59	306	1	5	1	0	726	1	18150.781250ns
60	308	0	5	1	0	12	28	321.875000ns
61	308	1	5	1	0	415	6	10379.687500ns
62	308	2	5	1	0	507	13	12685.156250ns
63	309	0	5	1	0	622	2	15551.562500ns
64	309	1	5	1	0	716	8	17906.250000ns
65	310	0	5	1	0	33	20	840.625000ns
66	310	1	5	1	0	662	6	16554.687500ns
67	310	2	5	1	0	747	5	18678.906250ns
68	311	0	5	1	0	606	14	15160.937500ns
69	311	1	5	1	0	698	4	17453.125000ns
70	312	0	5	1	0	424	6	10604.687500ns
71	312	1	5	1	0	519	11	12983.593750ns
72	313	0	5	1	0	62	9	1557.031250ns
73	313	1	5	1	0	774	4	19353.125000ns
74	316	0	5	1	0	58	12	1459.375000ns
75	316	1	5	1	0	680	9	17007.031250ns
76	316	2	5	1	0	767	17	19188.281250ns
77	317	0	5	1	0	16	30	423.437500ns
78	317	1	5	1	0	740	8	18506.250000ns
79	318	0	5	1	0	83	7	2080.468750ns
80	318	1	5	1	0	707	8	17681.250000ns
81	319	0	5	1	0	65	9	1632.031250ns
82	319	1	5	1	0	698	26	17470.312500ns
83	319	2	5	1	0	787	31	19699.218750ns
84	320	0	5	1	0	532	16	13312.500000ns
85	320	1	5	1	0	624	10	15607.812500ns
86	322	0	5	1	0	447	15	11186.718750ns
87	322	1	5	1	0	536	5	13403.906250ns
88	324	0	5	1	0	15	21	391.406250ns
89	324	1	5	1	0	640	10	16007.812500ns
90	324	2	5	1	0	725	12	18134.375000ns
91	325	0	5	1	0	709	1	17725.781250ns
92	326	0	5	1	0	392	13	9810.156250ns
93	326	1	5	1	0	477	30	11948.437500ns
94	327	0	5	1	0	455	30	11398.437500ns
95	331	0	5	1	0	52	0	1300.000000ns
96	331	1	5	1	0	675	9	16882.031250ns
97	331	2	5	1	0	767	7	19180.468750ns
98	332	0	5	1	0	79	12	1984.375000ns
99	332	1	5	1	0	674	27	16871.093750ns
100	332	2	5	1	0	759	6	18979.687500ns
101	333	0	5	1	0	69	4	1728.125000ns
102	333	1	5	1	0	692	25	17319.531250ns
103	333	2	5	1	0	788	2	19701.562500ns
104	334	0	5	1	0	676	16	16912.500000ns
105	335	0	5	1	0	698	7	17455.468750ns
106	337	0	5	1	0	605	10	15132.812500ns
107	337	1	5	1	0	690	9	17257.031250ns
108	342	0	5	1	0	476	5	11903.906250ns
109	342	1	5	1	0	562	18	14064.062500ns
110	344	0	5	1	0	350	12	8759.375000ns
111	344	1	5	1	0	434	22	10867.187500ns
112	345	0	5	1	0	16	20	415.625000ns
113	345	1	5	1	0	648	2	16201.562500ns
114	345	2	5	1	0	733	31	18349.218750ns
115	349	0	5	1	0	15	5	378.906250ns
116	349	1	5	1	0	630	10	15757.812500ns
117	349	2	5	1	0	719	7	17980.468750ns
118	350	0	5	1	0	20	28	521.875000ns
119	350	1	5	1	0	644	30	16123.437500ns
120	350	2	5	1	0	729	1	18225.781250ns
121	352	0	5	1	0	63	5	1578.906250ns
122	352	1	5	1	0	546	4	13653.125000ns
123	354	0	5	1	0	598	26	14970.312500ns
124	354	1	5	1	0	696	29	17422.656250ns
125	355	0	5	1	0	39	7	980.468750ns
126	355	1	5	1	0	460	15	11511.718750ns
127	355	2	5	1	0	546	13	13660.156250ns
128	356	0	5	1	0	21	24	543.750000ns
129	356	1	5	1	0	638	23	15967.968750ns
130	356	2	5	1	0	730	24	18268.750000ns
131	357	0	5	1	0	26	10	657.812500ns
132	357	1	5	1	0	646	9	16157.031250ns
133	357	2	5	1	0	741	28	18546.875000ns
134	358	0	5	1	0	200	27	5021.093750ns
135	358	1	5	1	0	296	1	7400.781250ns
136	358	2	5	1	0	934	25	23369.531250ns
137	359	0	5	1	0	349	13	8735.156250ns
138	359	1	5	1	0	445	0	11125.000000ns
139	360	0	5	1	0	36	5	903.906250ns
140	360	1	5	1	0	682	7	17055.468750ns
141	360	2	5	1	0	767	13	19185.156250ns
142	365	0	5	1	0	1	19	39.843750ns
143	365	1	5	1	0	621	6	15529.687500ns
144	367	0	5	1	0	986	6	24654.687500ns
145	368	0	5	1	0	50	0	1250.000000ns
146	368	1	5	1	0	680	31	17024.218750ns
147	368	2	5	1	0	765	7	19130.468750ns
148	369	0	5	1	0	26	17	663.281250ns
149	369	1	5	1	0	647	25	16194.531250ns
150	369	2	5	1	0	733	2	18326.562500ns
151	371	0	5	1	0	705	8	17631.250000ns
152	372	0	5	1	0	39	21	991.406250ns
153	372	1	5	1	0	739	15	18486.718750ns
154	374	0	5	1	0	407	7	10180.468750ns
155	374	1	5	1	0	495	6	12379.687500ns
156	377	0	5	1	0	411	5	10278.906250ns
157	377	1	5	1	0	496	28	12421.875000ns
158	378	0	5	1	0	664	10	16607.812500ns
159	378	1	5	1	0	762	26	19070.312500ns
160	379	0	5	1	0	613	9	15332.031250ns
161	379	1	5	1	0	696	12	17409.375000ns
162	380	0	5	1	0	748	15	18711.718750ns
163	380	1	5	1	0	844	1	21100.781250ns
164	382	0	5	1	0	453	18	11339.062500ns
165	382	1	5	1	0	538	29	13472.656250ns
166	383	0	5	1	0	58	15	1461.718750ns
167	383	1	5	1	0	676	17	16913.281250ns
168	384	0	5	1	0	56	22	1417.187500ns
169	384	1	5	1	0	765	6	19129.687500ns
170	385	0	5	1	0	202	10	5057.812500ns
171	385	1	5	1	0	290	9	7257.031250ns
172	385	2	5	1	0	914	5	22853.906250ns
173	385	3	5	1	0	998	31	24974.218750ns
174	390	0	5	1	0	398	2	9951.562500ns
175	391	0	5	1	0	422	30	10573.437500ns
176	391	1	5	1	0	511	3	12777.343750ns
177	393	0	5	1	0	4	13	110.156250ns
178	393	1	5	1	0	95	23	2392.968750ns
179	393	2	5	1	0	816	29	20422.656250ns
180	394	0	5	1	0	364	18	9114.062500ns
181	394	1	5	1	0	463	5	11578.906250ns
182	394	2	5	1	0	875	7	21880.468750ns
183	394	3	5	1	0	966	2	24151.562500ns
184	395	0	5	1	0	100	13	2510.156250ns
185	395	1	5	1	0	724	31	18124.218750ns
186	395	2	5	1	0	820	8	20506.250000ns
187	400	0	5	1	0	225	27	5646.093750ns
188	400	1	5	1	0	314	28	7871.875000ns
189	400	2	5	1	0	932	29	23322.656250ns
190	401	0	5	1	0	74	8	1856.250000ns
191	401	1	5	1	0	695	9	17382.031250ns
192	401	2	5	1	0	783	15	19586.718750ns
193	402	0	5	1	0	38	11	958.593750ns
194	402	1	5	1	0	755	26	18895.312500ns
195	403	0	5	1	0	28	15	711.718750ns
196	403	1	5	1	0	645	6	16129.687500ns
197	403	2	5	1	0	739	6	18479.687500ns
198	404	0	5	1	0	57	2	1426.562500ns
199	404	1	5	1	0	683	11	17083.593750ns
200	404	2	5	1	0	780	24	19518.750000ns
201	405	0	5	1	0	227	8	5681.250000ns
202	405	1	5	1	0	306	29	7672.656250ns
203	405	2	5	1	0	944	1	23600.781250ns
204	406	0	5	1	0	219	11	5483.593750ns
205	406	1	5	1	0	304	27	7621.093750ns
206	406	2	5	1	0	929	8	23231.250000ns
207	409	0	5	1	0	331	3	8277.343750ns
208	409	1	5	1	0	422	15	10561.718750ns
209	410	0	5	1	0	39	31	999.218750ns
210	410	1	5	1	0	751	0	18775.000000ns
211	412	0	5	1	0	430	16	10762.500000ns
212	412	1	5	1	0	524	29	13122.656250ns
213	413	0	5	1	0	49	25	1244.531250ns
214	413	1	5	1	0	672	8	16806.250000ns
215	413	2	5	1	0	763	29	19097.656250ns
216	415	0	5	1	0	39	2	976.562500ns
217	415	1	5	1	0	661	6	16529.687500ns
218	415	2	5	1	0	752	31	18824.218750ns
219	416	0	5	1	0	79	26	1995.312500ns
220	416	1	5	1	0	695	25	17394.531250ns
221	416	2	5	1	0	790	25	19769.531250ns
222	417	0	5	1	0	12	28	321.875000ns
223	417	1	5	1	0	104	14	2610.937500ns
224	417	2	5	1	0	816	8	20406.250000ns
225	418	0	5	1	0	54	31	1374.218750ns
226	418	1	5	1	0	146	5	3653.906250ns
227	419	0	5	1	0	43	13	1085.156250ns
228	419	1	5	1	0	449	1	11225.781250ns
229	419	2	5	1	0	530	13	13260.156250ns
230	422	0	5	1	0	4	7	105.468750ns
231	422	1	5	1	0	98	14	2460.937500ns
232	422	2	5	1	0	712	1	17800.781250ns
233	422	3	5	1	0	807	4	20178.125000ns
234	423	0	5	1	0	51	4	1278.125000ns
235	423	1	5	1	0	677	9	16932.031250ns
236	423	2	5	1	0	759	29	18997.656250ns
237	424	0	5	1	0	583	3	14577.343750ns
238	424	1	5	1	0	674	21	16866.406250ns
239	426	0	5	1	0	69	9	1732.031250ns
240	426	1	5	1	0	690	4	17253.125000ns
241	426	2	5	1	0	782	12	19559.375000ns
242	428	0	5	1	0	77	26	1945.312500ns
243	428	1	5	1	0	777	19	19439.843750ns
244	429	0	5	1	0	69	0	1725.000000ns
245	429	1	5	1	0	677	2	16926.562500ns
246	429	2	5	1	0	768	16	19212.500000ns
247	430	0	5	1	0	17	0	425.000000ns
248	430	1	5	1	0	632	7	15805.468750ns
249	430	2	5	1	0	727	5	18178.906250ns
250	431	0	5	1	0	83	25	2094.531250ns
251	431	1	5	1	0	716	8	17906.250000ns
252	431	2	5	1	0	800	28	20021.875000ns
253	434	0	5	1	0	382	12	9559.375000ns
254	434	1	5	1	0	466	30	11673.437500ns
255	435	0	5	1	0	50	5	1253.906250ns
256	435	1	5	1	0	672	7	16805.468750ns
257	435	2	5	1	0	770	13	19260.156250ns
258	436	0	5	1	0	31	6	779.687500ns
259	436	1	5	1	0	650	29	16272.656250ns
260	436	2	5	1	0	739	1	18475.781250ns
261	437	0	5	1	0	542	12	13559.375000ns
262	437	1	5	1	0	634	3	15852.343750ns
263	438	0	5	1	0	32	22	817.187500ns
264	438	1	5	1	0	640	18	16014.062500ns
265	438	2	5	1	0	728	31	18224.218750ns
266	439	0	5	1	0	5	29	147.656250ns
267	439	1	5	1	0	616	4	15403.125000ns
268	439	2	5	1	0	711	9	17782.031250ns
269	440	0	5	1	0	473	15	11836.718750ns
270	440	1	5	1	0	571	27	14296.093750ns
271	441	0	5	1	0	3	29	97.656250ns
272	441	1	5	1	0	91	16	2287.500000ns
273	441	2	5	1	0	484	8	12106.250000ns
274	441	3	5	1	0	578	12	14459.375000ns
275	442	0	5	1	0	217	2	5426.562500ns
276	442	1	5	1	0	305	2	7626.562500ns
277	442	2	5	1	0	938	10	23457.812500ns
278	443	0	5	1	0	81	13	2035.156250ns
279	443	1	5	1	0	703	17	17588.281250ns
280	443	2	5	1	0	795	1	19875.781250ns
281	445	0	5	1	0	72	21	1816.406250ns
282	445	1	5	1	0	778	8	19456.250000ns
283	447	0	5	1	0	410	1	10250.781250ns
284	447	1	5	1	0	504	28	12621.875000ns
285	448	0	5	1	0	57	25	1444.531250ns
286	448	1	5	1	0	771	25	19294.531250ns
287	448	2	5	1	0	866	20	21665.625000ns
288	449	0	5	1	0	5	9	132.031250ns
289	449	1	5	1	0	618	1	15450.781250ns
290	449	2	5	1	0	712	7	17805.468750ns
291	450	0	5	1	0	34	10	857.812500ns
292	450	1	5	1	0	652	18	16314.062500ns
293	450	2	5	1	0	744	4	18603.125000ns
294	451	0	5	1	0	1	10	32.812500ns
295	451	1	5	1	0	716	27	17921.093750ns
296	453	0	5	1	0	15	9	382.031250ns
297	453	1	5	1	0	413	14	10335.937500ns
298	453	2	5	1	0	511	24	12793.750000ns
299	460	0	5	1	0	26	27	671.093750ns
300	460	1	5	1	0	642	3	16052.343750ns
301	460	2	5	1	0	740	2	18501.562500ns
302	461	0	5	1	0	182	5	4553.906250ns
303	461	1	5	1	0	277	24	6943.750000ns
304	461	2	5	1	0	904	8	22606.250000ns
305	461	3	5	1	0	995	30	24898.437500ns
306	465	0	5	1	0	413	22	10342.187500ns
307	465	1	5	1	0	502	29	12572.656250ns
308	468	0	5	1	0	8	9	207.031250ns
309	468	1	5	1	0	102	26	2570.312500ns
310	468	2	5	1	0	695	2	17376.562500ns
311	468	3	5	1	0	786	3	19652.343750ns
312	470	0	5	1	0	29	12	734.375000ns
313	470	1	5	1	0	117	28	2946.875000ns
314	470	2	5	1	0	733	31	18349.218750ns
315	470	3	5	1	0	819	1	20475.781250ns
316	471	0	5	1	0	784	4	19603.125000ns
317	471	1	5	1	0	878	22	21967.187500ns
318	472	0	5	1	0	4	27	121.093750ns
319	472	1	5	1	0	639	7	15980.468750ns
320	472	2	5	1	0	728	3	18202.343750ns
321	473	0	5	1	0	237	6	5929.687500ns
322	473	1	5	1	0	338	5	8453.906250ns
323	473	2	5	1	0	950	18	23764.062500ns
324	474	0	5	1	0	805	25	20144.531250ns
325	474	1	5	1	0	896	29	22422.656250ns
326	475	0	5	1	0	30	23	767.968750ns
327	475	1	5	1	0	657	19	16439.843750ns
328	475	2	5	1	0	745	21	18641.406250ns
329	476	0	5	1	0	359	28	8996.875000ns
330	476	1	5	1	0	448	4	11203.125000ns
331	478	0	5	1	0	432	9	10807.031250ns
332	478	1	5	1	0	518	16	12962.500000ns
333	480	0	5	1	0	449	31	11249.218750ns
334	480	1	5	1	0	535	10	13382.812500ns
335	482	0	5	1	0	19	0	475.000000ns
336	482	1	5	1	0	629	3	15727.343750ns
337	482	2	5	1	0	724	1	18100.781250ns
338	483	0	5	1	0	48	5	1203.906250ns
339	483	1	5	1	0	673	28	16846.875000ns
340	483	2	5	1	0	761	23	19042.968750ns
341	484	0	5	1	0	11	11	283.593750ns
342	484	1	5	1	0	100	23	2517.968750ns
343	484	2	5	1	0	708	11	17708.593750ns
344	484	3	5	1	0	804	16	20112.500000ns
345	486	0	5	1	0	19	24	493.750000ns
346	486	1	5	1	0	637	2	15926.562500ns
347	486	2	5	1	0	737	22	18442.187500ns
348	487	0	5	1	0	37	8	931.250000ns
349	487	1	5	1	0	651	24	16293.750000ns
350	487	2	5	1	0	743	20	18590.625000ns
351	488	0	5	1	0	613	18	15339.062500ns
352	488	1	5	1	0	709	4	17728.125000ns
353	490	0	5	1	0	428	5	10703.906250ns
354	490	1	5	1	0	523	0	13075.000000ns
355	491	0	5	1	0	4	9	107.031250ns
356	491	1	5	1	0	618	2	15451.562500ns
357	491	2	5	1	0	710	4	17753.125000ns
358	492	0	5	1	0	614	4	15353.125000ns
359	492	1	5	1	0	705	31	17649.218750ns
360	495	0	5	1	0	6	26	170.312500ns
361	495	1	5	1	0	620	7	15505.468750ns
362	495	2	5	1	0	714	25	17869.531250ns
363	497	0	5	1	0	533	2	13326.562500ns
364	497	1	5	1	0	624	29	15622.656250ns
365	498	0	5	1	0	30	10	757.812500ns
366	498	1	5	1	0	618	30	15473.437500ns
367	498	2	5	1	0	710	22	17767.187500ns
368	499	0	5	1	0	219	26	5495.312500ns
369	499	1	5	1	0	302	13	7560.156250ns
370	499	2	5	1	0	938	11	23458.593750ns
371	500	0	5	1	0	585	7	14630.468750ns
372	500	1	5	1	0	674	20	16865.625000ns
373	501	0	5	1	0	8	27	221.093750ns
374	501	1	5	1	0	103	26	2595.312500ns
375	501	2	5	1	0	714	10	17857.812500ns
376	501	3	5	1	0	806	8	20156.250000ns
377	502	0	5	1	0	15	20	390.625000ns
378	502	1	5	1	0	637	12	15934.375000ns
379	502	2	5	1	0	717	0	17925.000000ns
380	503	0	5	1	0	21	20	540.625000ns
381	503	1	5	1	0	645	3	16127.343750ns
382	503	2	5	1	0	740	15	18511.718750ns
383	504	0	5	1	0	54	2	1351.562500ns
384	504	1	5	1	0	686	22	17167.187500ns
385	504	2	5	1	0	781	3	19527.343750ns
386	506	0	5	1	0	8	2	201.562500ns
387	506	1	5	1	0	645	8	16131.250000ns
388	506	2	5	1	0	730	29	18272.656250ns
389	507	0	5	1	0	29	2	726.562500ns
390	507	1	5	1	0	648	18	16214.062500ns
391	507	2	5	1	0	742	28	18571.875000ns
392	508	0	5	1	0	48	29	1222.656250ns
393	508	1	5	1	0	672	28	16821.875000ns
394	508	2	5	1	0	758	6	18954.687500ns
395	509	0	5	1	0	562	1	14050.781250ns
396	509	1	5	1	0	650	22	16267.187500ns
397	510	0	5	1	0	3	13	85.156250ns
398	510	1	5	1	0	636	11	15908.593750ns
399	510	2	5	1	0	728	9	18207.031250ns
400	511	0	5	1	0	42	11	1058.593750ns
401	511	1	5	1	0	675	26	16895.312500ns
402	511	2	5	1	0	773	12	19334.375000ns
403	516	0	5	1	0	126	8	3156.250000ns
404	516	1	5	1	0	221	5	5528.906250ns
405	516	2	5	1	0	795	4	19878.125000ns
406	516	3	5	1	0	886	12	22159.375000ns
407	518	0	5	1	0	533	5	13328.906250ns
408	518	1	5	1	0	625	2	15626.562500ns
409	519	0	5	1	0	427	8	10681.250000ns
410	519	1	5	1	0	514	31	12874.218750ns
411	520	0	5	1	0	48	2	1201.562500ns
412	520	1	5	1	0	443	28	11096.875000ns
413	520	2	5	1	0	538	9	13457.031250ns
414	521	0	5	1	0	8	28	221.875000ns
415	521	1	5	1	0	97	6	2429.687500ns
416	521	2	5	1	0	743	7	18580.468750ns
417	521	3	5	1	0	828	22	20717.187500ns
418	524	0	5	1	0	21	8	531.250000ns
419	524	1	5	1	0	107	8	2681.250000ns
420	524	2	5	1	0	720	0	18000.000000ns
421	524	3	5	1	0	817	25	20444.531250ns
422	525	0	5	1	0	610	1	15250.781250ns
423	525	1	5	1	0	695	5	17378.906250ns
424	526	0	5	1	0	37	4	928.125000ns
425	526	1	5	1	0	650	15	16261.718750ns
426	526	2	5	1	0	738	25	18469.531250ns
427	528	0	5	1	0	54	10	1357.812500ns
428	528	1	5	1	0	686	12	17159.375000ns
429	528	2	5	1	0	766	2	19151.562500ns
430	531	0	5	1	0	13	10	332.812500ns
431	531	1	5	1	0	638	19	15964.843750ns
432	531	2	5	1	0	733	21	18341.406250ns
433	532	0	5	1	0	11	23	292.968750ns
434	532	1	5	1	0	627	29	15697.656250ns
435	532	2	5	1	0	719	24	17993.750000ns
436	533	0	5	1	0	608	4	15203.125000ns
437	533	1	5	1	0	702	6	17554.687500ns
438	537	0	5	1	0	71	26	1795.312500ns
439	537	1	5	1	0	466	22	11667.187500ns
440	537	2	5	1	0	554	30	13873.437500ns
441	541	0	5	1	0	67	1	1675.781250ns
442	541	1	5	1	0	700	9	17507.031250ns
443	541	2	5	1	0	782	12	19559.375000ns
444	542	0	5	1	0	583	0	14575.000000ns
445	542	1	5	1	0	678	13	16960.156250ns
446	546	0	5	1	0	366	1	9150.781250ns
447	546	1	5	1	0	456	25	11419.531250ns
448	547	0	5	1	0	80	17	2013.281250ns
449	547	1	5	1	0	697	9	17432.031250ns
450	547	2	5	1	0	789	8	19731.250000ns
451	549	0	5	1	0	7	4	178.125000ns
452	549	1	5	1	0	620	2	15501.562500ns
453	549	2	5	1	0	714	18	17864.062500ns
454	550	0	5	1	0	57	28	1446.875000ns
455	550	1	5	1	0	674	23	16867.968750ns
456	550	2	5	1	0	763	13	19085.156250ns
457	551	0	5	1	0	21	0	525.000000ns
458	551	1	5	1	0	647	2	16176.562500ns
459	551	2	5	1	0	729	5	18228.906250ns
460	552	0	5	1	0	706	6	17654.687500ns
461	552	1	5	1	0	800	31	20024.218750ns
462	553	0	5	1	0	613	25	15344.531250ns
463	553	1	5	1	0	707	20	17690.625000ns
464	554	0	5	1	0	601	9	15032.031250ns
465	554	1	5	1	0	689	9	17232.031250ns
466	555	0	5	1	0	18	6	454.687500ns
467	555	1	5	1	0	633	9	15832.031250ns
468	555	2	5	1	0	725	2	18126.562500ns
469	557	0	5	1	0	178	16	4462.500000ns
470	557	1	5	1	0	269	30	6748.437500ns
471	557	2	5	1	0	902	16	22562.500000ns
472	557	3	5	1	0	998	9	24957.031250ns
473	558	0	5	1	0	71	0	1775.000000ns
474	558	1	5	1	0	673	15	16836.718750ns
475	558	2	5	1	0	760	19	19014.843750ns
476	559	0	5	1	0	6	11	158.593750ns
477	559	1	5	1	0	630	24	15768.750000ns
478	559	2	5	1	0	722	6	18054.687500ns
479	560	0	5	1	0	397	8	9931.250000ns
480	560	1	5	1	0	491	29	12297.656250ns
481	562	0	5	1	0	54	22	1367.187500ns
482	562	1	5	1	0	672	18	16814.062500ns
483	562	2	5	1	0	760	18	19014.062500ns
484	563	0	5	1	0	57	9	1432.031250ns
485	563	1	5	1	0	674	6	16854.687500ns
486	563	2	5	1	0	766	2	19151.562500ns
487	564	0	5	1	0	9	1	225.781250ns
488	564	1	5	1	0	619	15	15486.718750ns
489	564	2	5	1	0	711	11	17783.593750ns
490	565	0	5	1	0	22	14	560.937500ns
491	565	1	5	1	0	120	18	3014.062500ns
492	565	2	5	1	0	750	0	18750.000000ns
493	565	3	5	1	0	838	4	20953.125000ns
494	566	0	5	1	0	54	5	1353.906250ns
495	566	1	5	1	0	655	19	16389.843750ns
496	566	2	5	1	0	750	7	18755.468750ns
497	568	0	5	1	0	202	15	5061.718750ns
498	568	1	5	1	0	297	30	7448.437500ns
499	568	2	5	1	0	932	31	23324.218750ns
500	576	0	5	1	0	749	14	18735.937500ns
501	576	1	5	1	0	838	1	20950.781250ns
502	577	0	5	1	0	11	22	292.187500ns
503	577	1	5	1	0	635	5	15878.906250ns
504	577	2	5	1	0	726	30	18173.437500ns
505	578	0	5	1	0	26	9	657.031250ns
506	578	1	5	1	0	653	0	16325.000000ns
507	578	2	5	1	0	740	15	18511.718750ns
508	579	0	5	1	0	21	3	527.343750ns
509	579	1	5	1	0	641	12	16034.375000ns
510	579	2	5	1	0	730	29	18272.656250ns
511	580	0	5	1	0	130	24	3268.750000ns
512	580	1	5	1	0	222	29	5572.656250ns
513	580	2	5	1	0	814	1	20350.781250ns
514	580	3	5	1	0	902	7	22555.468750ns
515	581	0	5	1	0	621	22	15542.187500ns
516	581	1	5	1	0	706	11	17658.593750ns
517	583	0	5	1	0	575	1	14375.781250ns
518	583	1	5	1	0	670	3	16752.343750ns
519	585	0	5	1	0	381	2	9526.562500ns
520	585	1	5	1	0	502	11	12558.593750ns
521	585	2	5	1	0	593	25	14844.531250ns
522	586	0	5	1	0	664	29	16622.656250ns
523	586	1	5	1	0	759	29	18997.656250ns
524	587	0	5	1	0	62	27	1571.093750ns
525	587	1	5	1	0	684	1	17100.781250ns
526	587	2	5	1	0	778	22	19467.187500ns
527	589	0	5	1	0	116	29	2922.656250ns
528	589	1	5	1	0	212	3	5302.343750ns
529	589	2	5	1	0	831	30	20798.437500ns
530	589	3	5	1	0	926	30	23173.437500ns
531	590	0	5	1	0	75	4	1878.125000ns
532	590	1	5	1	0	689	25	17244.531250ns
533	590	2	5	1	0	784	9	19607.031250ns
534	592	0	5	1	0	400	1	10000.781250ns
535	592	1	5	1	0	488	5	12203.906250ns
536	593	0	5	1	0	518	7	12955.468750ns
537	593	1	5	1	0	610	1	15250.781250ns
538	594	0	5	1	0	33	26	845.312500ns
539	594	1	5	1	0	644	15	16111.718750ns
540	594	2	5	1	0	692	11	17308.593750ns
541	594	3	5	1	0	733	9	18332.031250ns
542	596	0	5	1	0	623	27	15596.093750ns
543	596	1	5	1	0	709	13	17735.156250ns
544	597	0	5	1	0	14	16	362.500000ns
545	597	1	5	1	0	641	25	16044.531250ns
546	597	2	5	1	0	737	4	18428.125000ns
547	599	0	5	1	0	45	25	1144.531250ns
548	599	1	5	1	0	562	2	14051.562500ns
549	599	2	5	1	0	684	13	17110.156250ns
550	599	3	5	1	0	776	9	19407.031250ns
551	599	4	5	1	0	923	15	23086.718750ns
552	600	0	5	1	0	68	14	1710.937500ns
553	600	1	5	1	0	693	2	17326.562500ns
554	600	2	5	1	0	731	13	18285.156250ns
555	600	3	5	1	0	781	31	19549.218750ns
556	602	0	5	1	0	19	6	479.687500ns
557	602	1	5	1	0	58	28	1471.875000ns
558	602	2	5	1	0	463	28	11596.875000ns
559	602	3	5	1	0	552	1	13800.781250ns
560	603	0	5	1	0	50	26	1270.312500ns
561	603	1	5	1	0	450	26	11270.312500ns
562	603	2	5	1	0	540	7	13505.468750ns
563	604	0	5	1	0	34	29	872.656250ns
564	604	1	5	1	0	661	29	16547.656250ns
565	604	2	5	1	0	702	14	17560.937500ns
566	604	3	5	1	0	753	22	18842.187500ns
567	605	0	5	1	0	56	15	1411.718750ns
568	605	1	5	1	0	665	17	16638.281250ns
569	605	2	5	1	0	756	16	18912.500000ns
570	606	0	5	1	0	40	6	1004.687500ns
571	606	1	5	1	0	650	13	16260.156250ns
572	606	2	5	1	0	744	30	18623.437500ns
573	607	0	5	1	0	35	8	881.250000ns
574	607	1	5	1	0	546	4	13653.125000ns
575	607	2	5	1	0	607	29	15197.656250ns
576	607	3	5	1	0	650	30	16273.437500ns
577	607	4	5	1	0	740	6	18504.687500ns
578	608	0	5	1	0	42	2	1051.562500ns
579	608	1	5	1	0	409	6	10229.687500ns
580	608	2	5	1	0	541	11	13533.593750ns
581	608	3	5	1	0	667	23	16692.968750ns
582	608	4	5	1	0	724	2	18101.562500ns
583	608	5	5	1	0	764	25	19119.531250ns
584	610	0	5	1	0	607	15	15186.718750ns
