thit#	eventID	hit#	channel	edge	error	coarse	fine	time
1694	842	2	5	1	0	281	12	7034.375000ns
1695	842	3	5	1	0	389	18	9739.062500ns
1696	842	4	5	1	0	431	15	10786.718750ns
1697	842	5	5	1	0	568	26	14220.312500ns
1698	842	6	5	1	0	685	13	17135.156250ns
1699	842	7	5	1	0	800	8	20006.250000ns
1700	842	8	5	1	0	920	0	23000.000000ns
1701	842	9	5	1	0	991	19	24789.843750ns
1702	843	0	5	1	0	44	1	1100.781250ns
1703	843	1	5	1	0	94	6	2354.687500ns
1704	843	2	5	1	0	249	1	6225.781250ns
1705	843	3	5	1	0	296	14	7410.937500ns
1706	843	4	5	1	0	460	23	11517.968750ns
1707	843	5	5	1	0	513	6	12829.687500ns
1708	843	6	5	1	0	619	17	15488.281250ns
1709	843	7	5	1	0	667	5	16678.906250ns
1710	843	8	5	1	0	715	0	17875.000000ns
1711	843	9	5	1	0	814	5	20353.906250ns
1712	843	10	5	1	0	880	4	22003.125000ns
1713	843	11	5	1	0	979	8	24481.250000ns
1714	844	0	5	1	0	34	6	854.687500ns
1715	844	1	5	1	0	102	23	2567.968750ns
1716	844	2	5	1	0	166	31	4174.218750ns
1717	844	3	5	1	0	457	13	11435.156250ns
1718	844	4	5	1	0	510	10	12757.812500ns
1719	844	5	5	1	0	583	6	14579.687500ns
1720	844	6	5	1	0	694	31	17374.218750ns
1721	844	7	5	1	0	745	16	18637.500000ns
1722	844	8	5	1	0	855	8	21381.250000ns
1723	844	9	5	1	0	958	28	23971.875000ns
1724	845	0	5	1	0	325	8	8131.250000ns
1725	845	1	5	1	0	367	14	9185.937500ns
1726	845	2	5	1	0	526	6	13154.687500ns
1727	845	3	5	1	0	592	29	14822.656250ns
1728	845	4	5	1	0	772	6	19304.687500ns
1729	845	5	5	1	0	877	5	21928.906250ns
1730	846	0	5	1	0	206	13	5160.156250ns
1731	846	1	5	1	0	300	1	7500.781250ns
1732	846	2	5	1	0	445	6	11129.687500ns
1733	846	3	5	1	0	583	6	14579.687500ns
1734	846	4	5	1	0	621	15	15536.718750ns
1735	846	5	5	1	0	658	24	16468.750000ns
1736	846	6	5	1	0	703	12	17584.375000ns
1737	846	7	5	1	0	746	15	18661.718750ns
1738	846	8	5	1	0	925	22	23142.187500ns
1739	847	0	5	1	0	24	0	600.000000ns
1740	847	1	5	1	0	171	3	4277.343750ns
1741	847	2	5	1	0	271	6	6779.687500ns
1742	847	3	5	1	0	746	21	18666.406250ns
1743	847	4	5	1	0	999	7	24980.468750ns
1744	848	0	5	1	0	13	4	328.125000ns
1745	848	1	5	1	0	75	4	1878.125000ns
1746	848	2	5	1	0	242	11	6058.593750ns
1747	848	3	5	1	0	509	7	12730.468750ns
1748	848	4	5	1	0	656	29	16422.656250ns
1749	848	5	5	1	0	721	28	18046.875000ns
1750	848	6	5	1	0	943	17	23588.281250ns
1751	849	0	5	1	0	0	5	3.906250ns
1752	849	1	5	1	0	40	11	1008.593750ns
1753	849	2	5	1	0	180	8	4506.250000ns
1754	849	3	5	1	0	241	27	6046.093750ns
1755	849	4	5	1	0	391	12	9784.375000ns
1756	849	5	5	1	0	506	20	12665.625000ns
1757	849	6	5	1	0	592	11	14808.593750ns
1758	849	7	5	1	0	643	14	16085.937500ns
1759	849	8	5	1	0	686	20	17165.625000ns
1760	849	9	5	1	0	732	9	18307.031250ns
1761	849	10	5	1	0	867	11	21683.593750ns
1762	849	11	5	1	0	965	15	24136.718750ns
1763	850	0	5	1	0	9	28	246.875000ns
1764	850	1	5	1	0	88	8	2206.250000ns
1765	850	2	5	1	0	593	2	14826.562500ns
1766	850	3	5	1	0	631	8	15781.250000ns
1767	850	4	5	1	0	678	29	16972.656250ns
1768	850	5	5	1	0	719	8	17981.250000ns
1769	850	6	5	1	0	997	30	24948.437500ns
1770	851	0	5	1	0	25	13	635.156250ns
1771	851	1	5	1	0	221	28	5546.875000ns
1772	851	2	5	1	0	263	4	6578.125000ns
1773	851	3	5	1	0	315	15	7886.718750ns
1774	851	4	5	1	0	372	9	9307.031250ns
1775	851	5	5	1	0	418	16	10462.500000ns
1776	851	6	5	1	0	477	11	11933.593750ns
1777	851	7	5	1	0	807	21	20191.406250ns
1778	851	8	5	1	0	955	14	23885.937500ns
1779	851	9	5	1	0	997	4	24928.125000ns
1780	852	0	5	1	0	34	9	857.031250ns
1781	852	1	5	1	0	122	14	3060.937500ns
1782	852	2	5	1	0	235	14	5885.937500ns
1783	852	3	5	1	0	725	3	18127.343750ns
1784	852	4	5	1	0	769	12	19234.375000ns
1785	853	0	5	1	0	53	3	1327.343750ns
1786	853	1	5	1	0	104	6	2604.687500ns
1787	853	2	5	1	0	164	17	4113.281250ns
1788	853	3	5	1	0	312	4	7803.125000ns
1789	853	4	5	1	0	373	8	9331.250000ns
1790	853	5	5	1	0	561	3	14027.343750ns
1791	853	6	5	1	0	638	9	15957.031250ns
1792	853	7	5	1	0	740	10	18507.812500ns
1793	853	8	5	1	0	864	12	21609.375000ns
1794	854	0	5	1	0	42	4	1053.125000ns
1795	854	1	5	1	0	84	31	2124.218750ns
1796	854	2	5	1	0	374	8	9356.250000ns
1797	854	3	5	1	0	600	8	15006.250000ns
1798	854	4	5	1	0	650	9	16257.031250ns
1799	854	5	5	1	0	707	6	17679.687500ns
1800	854	6	5	1	0	767	14	19185.937500ns
1801	854	7	5	1	0	805	15	20136.718750ns
1802	854	8	5	1	0	928	14	23210.937500ns
1803	854	9	5	1	0	994	1	24850.781250ns
1804	855	0	5	1	0	22	4	553.125000ns
1805	855	1	5	1	0	186	8	4656.250000ns
1806	855	2	5	1	0	232	14	5810.937500ns
1807	855	3	5	1	0	274	7	6855.468750ns
1808	855	4	5	1	0	457	3	11427.343750ns
1809	855	5	5	1	0	529	0	13225.000000ns
1810	855	6	5	1	0	596	10	14907.812500ns
1811	855	7	5	1	0	643	27	16096.093750ns
1812	855	8	5	1	0	698	3	17452.343750ns
1813	855	9	5	1	0	738	13	18460.156250ns
1814	855	10	5	1	0	872	6	21804.687500ns
1815	855	11	5	1	0	970	5	24253.906250ns
1816	856	0	5	1	0	57	12	1434.375000ns
1817	856	1	5	1	0	120	14	3010.937500ns
1818	856	2	5	1	0	201	11	5033.593750ns
1819	856	3	5	1	0	346	27	8671.093750ns
1820	856	4	5	1	0	455	27	11396.093750ns
1821	856	5	5	1	0	583	10	14582.812500ns
1822	856	6	5	1	0	908	13	22710.156250ns
1823	857	0	5	1	0	1	20	40.625000ns
1824	857	1	5	1	0	41	24	1043.750000ns
1825	857	2	5	1	0	100	5	2503.906250ns
1826	857	3	5	1	0	225	6	5629.687500ns
1827	857	4	5	1	0	544	15	13611.718750ns
1828	857	5	5	1	0	603	12	15084.375000ns
1829	857	6	5	1	0	656	30	16423.437500ns
1830	857	7	5	1	0	700	11	17508.593750ns
1831	857	8	5	1	0	745	26	18645.312500ns
1832	857	9	5	1	0	805	14	20135.937500ns
1833	857	10	5	1	0	873	6	21829.687500ns
1834	858	0	5	1	0	249	6	6229.687500ns
1835	858	1	5	1	0	334	2	8351.562500ns
1836	858	2	5	1	0	374	7	9355.468750ns
1837	858	3	5	1	0	459	8	11481.250000ns
1838	858	4	5	1	0	497	10	12432.812500ns
1839	858	5	5	1	0	548	1	13700.781250ns
1840	858	6	5	1	0	784	19	19614.843750ns
1841	858	7	5	1	0	870	12	21759.375000ns
1842	858	8	5	1	0	967	6	24179.687500ns
1843	859	0	5	1	0	126	11	3158.593750ns
1844	859	1	5	1	0	306	12	7659.375000ns
1845	859	2	5	1	0	367	3	9177.343750ns
1846	859	3	5	1	0	426	5	10653.906250ns
1847	859	4	5	1	0	467	15	11686.718750ns
1848	859	5	5	1	0	511	16	12787.500000ns
1849	859	6	5	1	0	636	10	15907.812500ns
1850	859	7	5	1	0	784	9	19607.031250ns
1851	859	8	5	1	0	923	25	23094.531250ns
1852	860	0	5	1	0	38	27	971.093750ns
1853	860	1	5	1	0	101	24	2543.750000ns
1854	860	2	5	1	0	247	20	6190.625000ns
1855	860	3	5	1	0	287	28	7196.875000ns
1856	860	4	5	1	0	366	8	9156.250000ns
1857	860	5	5	1	0	413	11	10333.593750ns
1858	860	6	5	1	0	515	14	12885.937500ns
1859	860	7	5	1	0	566	29	14172.656250ns
1860	860	8	5	1	0	620	23	15517.968750ns
1861	860	9	5	1	0	660	31	16524.218750ns
1862	860	10	5	1	0	732	23	18317.968750ns
1863	861	0	5	1	0	32	17	813.281250ns
1864	861	1	5	1	0	166	2	4151.562500ns
1865	861	2	5	1	0	301	10	7532.812500ns
1866	861	3	5	1	0	358	5	8953.906250ns
1867	861	4	5	1	0	560	9	14007.031250ns
1868	861	5	5	1	0	627	25	15694.531250ns
1869	861	6	5	1	0	668	16	16712.500000ns
1870	861	7	5	1	0	712	5	17803.906250ns
1871	861	8	5	1	0	752	29	18822.656250ns
1872	861	9	5	1	0	946	2	23651.562500ns
1873	862	0	5	1	0	137	13	3435.156250ns
1874	862	1	5	1	0	298	31	7474.218750ns
1875	862	2	5	1	0	384	12	9609.375000ns
1876	862	3	5	1	0	427	21	10691.406250ns
1877	862	4	5	1	0	468	9	11707.031250ns
1878	862	5	5	1	0	520	2	13001.562500ns
1879	862	6	5	1	0	655	6	16379.687500ns
1880	862	7	5	1	0	830	20	20765.625000ns
1881	862	8	5	1	0	917	4	22928.125000ns
1882	863	0	5	1	0	92	2	2301.562500ns
1883	863	1	5	1	0	169	12	4234.375000ns
1884	863	2	5	1	0	217	5	5428.906250ns
1885	863	3	5	1	0	262	29	6572.656250ns
1886	863	4	5	1	0	306	7	7655.468750ns
1887	863	5	5	1	0	539	29	13497.656250ns
1888	863	6	5	1	0	616	31	15424.218750ns
1889	863	7	5	1	0	714	7	17855.468750ns
1890	863	8	5	1	0	809	12	20234.375000ns
1891	863	9	5	1	0	918	1	22950.781250ns
1892	863	10	5	1	0	958	25	23969.531250ns
1893	863	11	5	1	0	996	16	24912.500000ns
1894	864	0	5	1	0	24	11	608.593750ns
1895	864	1	5	1	0	72	29	1822.656250ns
1896	864	2	5	1	0	117	15	2936.718750ns
1897	864	3	5	1	0	207	9	5182.031250ns
1898	864	4	5	1	0	268	27	6721.093750ns
1899	864	5	5	1	0	373	9	9332.031250ns
1900	864	6	5	1	0	572	3	14302.343750ns
1901	864	7	5	1	0	615	29	15397.656250ns
1902	864	8	5	1	0	654	24	16368.750000ns
1903	864	9	5	1	0	691	20	17290.625000ns
1904	864	10	5	1	0	730	19	18264.843750ns
1905	864	11	5	1	0	776	4	19403.125000ns
1906	864	12	5	1	0	817	13	20435.156250ns
1907	864	13	5	1	0	888	21	22216.406250ns
1908	864	14	5	1	0	967	5	24178.906250ns
1909	865	0	5	1	0	13	8	331.250000ns
1910	865	1	5	1	0	113	29	2847.656250ns
1911	865	2	5	1	0	174	26	4370.312500ns
1912	865	3	5	1	0	251	3	6277.343750ns
1913	865	4	5	1	0	308	6	7704.687500ns
1914	865	5	5	1	0	346	19	8664.843750ns
1915	865	6	5	1	0	507	29	12697.656250ns
1916	865	7	5	1	0	611	18	15289.062500ns
1917	865	8	5	1	0	650	8	16256.250000ns
1918	865	9	5	1	0	688	26	17220.312500ns
1919	865	10	5	1	0	729	9	18232.031250ns
1920	865	11	5	1	0	870	4	21753.125000ns
1921	866	0	5	1	0	20	10	507.812500ns
1922	866	1	5	1	0	160	20	4015.625000ns
1923	866	2	5	1	0	207	27	5196.093750ns
1924	866	3	5	1	0	342	20	8565.625000ns
1925	866	4	5	1	0	453	24	11343.750000ns
1926	866	5	5	1	0	494	5	12353.906250ns
1927	866	6	5	1	0	541	19	13539.843750ns
1928	866	7	5	1	0	581	22	14542.187500ns
1929	866	8	5	1	0	619	9	15482.031250ns
1930	866	9	5	1	0	670	16	16762.500000ns
1931	866	10	5	1	0	729	11	18233.593750ns
1932	866	11	5	1	0	854	8	21356.250000ns
1933	867	0	5	1	0	249	31	6249.218750ns
1934	867	1	5	1	0	462	25	11569.531250ns
1935	867	2	5	1	0	537	12	13434.375000ns
1936	867	3	5	1	0	583	2	14576.562500ns
1937	867	4	5	1	0	628	11	15708.593750ns
1938	867	5	5	1	0	671	14	16785.937500ns
1939	867	6	5	1	0	784	4	19603.125000ns
1940	867	7	5	1	0	952	30	23823.437500ns
1941	868	0	5	1	0	136	3	3402.343750ns
1942	868	1	5	1	0	192	18	4814.062500ns
1943	868	2	5	1	0	297	0	7425.000000ns
1944	868	3	5	1	0	661	6	16529.687500ns
1945	868	4	5	1	0	709	14	17735.937500ns
1946	868	5	5	1	0	793	3	19827.343750ns
1947	869	0	5	1	0	104	16	2612.500000ns
1948	869	1	5	1	0	197	8	4931.250000ns
1949	869	2	5	1	0	290	1	7250.781250ns
1950	869	3	5	1	0	363	28	9096.875000ns
1951	869	4	5	1	0	431	7	10780.468750ns
1952	869	5	5	1	0	469	9	11732.031250ns
1953	869	6	5	1	0	516	29	12922.656250ns
1954	869	7	5	1	0	584	7	14605.468750ns
1955	869	8	5	1	0	647	2	16176.562500ns
1956	869	9	5	1	0	899	30	22498.437500ns
1957	869	10	5	1	0	947	11	23683.593750ns
1958	870	0	5	1	0	15	5	378.906250ns
1959	870	1	5	1	0	107	14	2685.937500ns
1960	870	2	5	1	0	159	13	3985.156250ns
1961	870	3	5	1	0	427	11	10683.593750ns
1962	870	4	5	1	0	498	10	12457.812500ns
1963	870	5	5	1	0	572	6	14304.687500ns
1964	870	6	5	1	0	645	11	16133.593750ns
1965	870	7	5	1	0	691	8	17281.250000ns
1966	870	8	5	1	0	743	11	18583.593750ns
1967	870	9	5	1	0	818	24	20468.750000ns
1968	870	10	5	1	0	877	5	21928.906250ns
1969	870	11	5	1	0	925	26	23145.312500ns
1970	870	12	5	1	0	970	20	24265.625000ns
1971	871	0	5	1	0	40	5	1003.906250ns
1972	871	1	5	1	0	121	14	3035.937500ns
1973	871	2	5	1	0	356	29	8922.656250ns
1974	871	3	5	1	0	471	25	11794.531250ns
1975	871	4	5	1	0	553	25	13844.531250ns
1976	871	5	5	1	0	654	0	16350.000000ns
1977	871	6	5	1	0	736	9	18407.031250ns
1978	871	7	5	1	0	936	11	23408.593750ns
1979	871	8	5	1	0	985	14	24635.937500ns
1980	872	0	5	1	0	12	6	304.687500ns
1981	872	1	5	1	0	59	29	1497.656250ns
1982	872	2	5	1	0	254	5	6353.906250ns
1983	872	3	5	1	0	367	1	9175.781250ns
1984	872	4	5	1	0	412	0	10300.000000ns
1985	872	5	5	1	0	452	2	11301.562500ns
1986	872	6	5	1	0	563	3	14077.343750ns
1987	872	7	5	1	0	622	31	15574.218750ns
1988	872	8	5	1	0	667	26	16695.312500ns
1989	872	9	5	1	0	706	6	17654.687500ns
1990	872	10	5	1	0	777	8	19431.250000ns
1991	873	0	5	1	0	359	25	8994.531250ns
1992	873	1	5	1	0	433	5	10828.906250ns
1993	873	2	5	1	0	504	29	12622.656250ns
1994	873	3	5	1	0	586	0	14650.000000ns
1995	873	4	5	1	0	626	6	15654.687500ns
1996	873	5	5	1	0	674	29	16872.656250ns
1997	873	6	5	1	0	714	27	17871.093750ns
1998	873	7	5	1	0	841	12	21034.375000ns
1999	873	8	5	1	0	959	10	23982.812500ns
2000	874	0	5	1	0	35	0	875.000000ns
2001	874	1	5	1	0	79	13	1985.156250ns
2002	874	2	5	1	0	120	7	3005.468750ns
2003	874	3	5	1	0	612	7	15305.468750ns
2004	874	4	5	1	0	684	3	17102.343750ns
2005	874	5	5	1	0	735	3	18377.343750ns
2006	874	6	5	1	0	774	11	19358.593750ns
2007	874	7	5	1	0	820	3	20502.343750ns
2008	874	8	5	1	0	953	14	23835.937500ns
2009	875	0	5	1	0	16	4	403.125000ns
2010	875	1	5	1	0	55	21	1391.406250ns
2011	875	2	5	1	0	246	11	6158.593750ns
2012	875	3	5	1	0	416	27	10421.093750ns
2013	875	4	5	1	0	462	1	11550.781250ns
2014	875	5	5	1	0	502	1	12550.781250ns
2015	875	6	5	1	0	547	29	13697.656250ns
2016	875	7	5	1	0	589	15	14736.718750ns
2017	875	8	5	1	0	728	9	18207.031250ns
2018	875	9	5	1	0	786	8	19656.250000ns
2019	875	10	5	1	0	839	6	20979.687500ns
2020	876	0	5	1	0	26	29	672.656250ns
2021	876	1	5	1	0	130	17	3263.281250ns
2022	876	2	5	1	0	172	27	4321.093750ns
2023	876	3	5	1	0	366	3	9152.343750ns
2024	876	4	5	1	0	446	7	11155.468750ns
2025	876	5	5	1	0	541	10	13532.812500ns
2026	876	6	5	1	0	611	5	15278.906250ns
2027	876	7	5	1	0	651	13	16285.156250ns
2028	876	8	5	1	0	699	26	17495.312500ns
2029	876	9	5	1	0	740	5	18503.906250ns
2030	877	0	5	1	0	140	9	3507.031250ns
2031	877	1	5	1	0	181	5	4528.906250ns
2032	877	2	5	1	0	255	25	6394.531250ns
2033	877	3	5	1	0	320	1	8000.781250ns
2034	877	4	5	1	0	397	13	9935.156250ns
2035	877	5	5	1	0	448	23	11217.968750ns
2036	877	6	5	1	0	489	25	12244.531250ns
2037	877	7	5	1	0	537	23	13442.968750ns
2038	877	8	5	1	0	619	7	15480.468750ns
2039	877	9	5	1	0	676	20	16915.625000ns
2040	877	10	5	1	0	753	6	18829.687500ns
2041	877	11	5	1	0	796	9	19907.031250ns
2042	877	12	5	1	0	874	2	21851.562500ns
2043	878	0	5	1	0	61	6	1529.687500ns
2044	878	1	5	1	0	131	15	3286.718750ns
2045	878	2	5	1	0	200	14	5010.937500ns
2046	878	3	5	1	0	270	3	6752.343750ns
2047	878	4	5	1	0	329	12	8234.375000ns
2048	878	5	5	1	0	388	12	9709.375000ns
2049	878	6	5	1	0	446	9	11157.031250ns
2050	878	7	5	1	0	483	11	12083.593750ns
2051	878	8	5	1	0	670	21	16766.406250ns
2052	878	9	5	1	0	847	28	21196.875000ns
2053	878	10	5	1	0	903	3	22577.343750ns
2054	878	11	5	1	0	954	1	23850.781250ns
2055	878	12	5	1	0	993	8	24831.250000ns
2056	879	0	5	1	0	55	23	1392.968750ns
2057	879	1	5	1	0	107	1	2675.781250ns
2058	879	2	5	1	0	145	28	3646.875000ns
2059	879	3	5	1	0	196	11	4908.593750ns
2060	879	4	5	1	0	503	15	12586.718750ns
2061	879	5	5	1	0	561	24	14043.750000ns
2062	879	6	5	1	0	662	7	16555.468750ns
2063	879	7	5	1	0	712	0	17800.000000ns
2064	879	8	5	1	0	769	11	19233.593750ns
2065	879	9	5	1	0	850	14	21260.937500ns
2066	879	10	5	1	0	902	29	22572.656250ns
2067	880	0	5	1	0	0	29	22.656250ns
2068	880	1	5	1	0	116	9	2907.031250ns
2069	880	2	5	1	0	246	2	6151.562500ns
2070	880	3	5	1	0	358	6	8954.687500ns
2071	880	4	5	1	0	537	4	13428.125000ns
2072	880	5	5	1	0	589	28	14746.875000ns
2073	880	6	5	1	0	637	1	15925.781250ns
2074	880	7	5	1	0	681	11	17033.593750ns
2075	880	8	5	1	0	733	15	18336.718750ns
2076	880	9	5	1	0	780	9	19507.031250ns
2077	880	10	5	1	0	841	3	21027.343750ns
2078	880	11	5	1	0	938	4	23453.125000ns
2079	881	0	5	1	0	18	10	457.812500ns
2080	881	1	5	1	0	231	5	5778.906250ns
2081	881	2	5	1	0	289	13	7235.156250ns
2082	881	3	5	1	0	429	12	10734.375000ns
2083	881	4	5	1	0	554	4	13853.125000ns
2084	881	5	5	1	0	936	2	23401.562500ns
2085	882	0	5	1	0	9	3	227.343750ns
2086	882	1	5	1	0	338	7	8455.468750ns
2087	882	2	5	1	0	400	7	10005.468750ns
2088	882	3	5	1	0	458	31	11474.218750ns
2089	882	4	5	1	0	504	14	12610.937500ns
2090	882	5	5	1	0	546	26	13670.312500ns
2091	882	6	5	1	0	627	6	15679.687500ns
2092	882	7	5	1	0	736	8	18406.250000ns
2093	882	8	5	1	0	991	12	24784.375000ns
2094	883	0	5	1	0	60	0	1500.000000ns
2095	883	1	5	1	0	173	13	4335.156250ns
2096	883	2	5	1	0	319	17	7988.281250ns
2097	883	3	5	1	0	363	16	9087.500000ns
2098	883	4	5	1	0	469	7	11730.468750ns
2099	883	5	5	1	0	562	6	14054.687500ns
2100	883	6	5	1	0	601	27	15046.093750ns
2101	883	7	5	1	0	640	15	16011.718750ns
2102	883	8	5	1	0	681	4	17028.125000ns
2103	883	9	5	1	0	722	4	18053.125000ns
2104	883	10	5	1	0	878	7	21955.468750ns
2105	883	11	5	1	0	982	7	24555.468750ns
2106	884	0	5	1	0	158	14	3960.937500ns
2107	884	1	5	1	0	214	0	5350.000000ns
2108	884	2	5	1	0	302	14	7560.937500ns
2109	884	3	5	1	0	342	9	8557.031250ns
2110	884	4	5	1	0	396	0	9900.000000ns
2111	884	5	5	1	0	484	6	12104.687500ns
2112	884	6	5	1	0	544	13	13610.156250ns
2113	884	7	5	1	0	595	13	14885.156250ns
2114	884	8	5	1	0	644	8	16106.250000ns
2115	884	9	5	1	0	684	5	17103.906250ns
2116	884	10	5	1	0	792	18	19814.062500ns
2117	884	11	5	1	0	855	19	21389.843750ns
2118	884	12	5	1	0	901	9	22532.031250ns
2119	885	0	5	1	0	30	2	751.562500ns
2120	885	1	5	1	0	132	31	3324.218750ns
2121	885	2	5	1	0	199	29	4997.656250ns
2122	885	3	5	1	0	281	2	7026.562500ns
2123	885	4	5	1	0	397	8	9931.250000ns
2124	885	5	5	1	0	618	6	15454.687500ns
2125	886	0	5	1	0	37	10	932.812500ns
2126	886	1	5	1	0	77	1	1925.781250ns
2127	886	2	5	1	0	129	22	3242.187500ns
2128	886	3	5	1	0	174	8	4356.250000ns
2129	886	4	5	1	0	400	0	10000.000000ns
2130	886	5	5	1	0	439	20	10990.625000ns
2131	886	6	5	1	0	576	6	14404.687500ns
2132	886	7	5	1	0	621	6	15529.687500ns
2133	886	8	5	1	0	663	22	16592.187500ns
2134	886	9	5	1	0	709	0	17725.000000ns
2135	886	10	5	1	0	776	17	19413.281250ns
2136	886	11	5	1	0	816	1	20400.781250ns
2137	886	12	5	1	0	859	13	21485.156250ns
2138	886	13	5	1	0	901	4	22528.125000ns
2139	887	0	5	1	0	47	2	1176.562500ns
2140	887	1	5	1	0	240	7	6005.468750ns
2141	887	2	5	1	0	402	7	10055.468750ns
2142	887	3	5	1	0	448	3	11202.343750ns
2143	887	4	5	1	0	490	14	12260.937500ns
2144	887	5	5	1	0	538	14	13460.937500ns
2145	887	6	5	1	0	581	27	14546.093750ns
2146	887	7	5	1	0	627	4	15678.125000ns
2147	887	8	5	1	0	837	20	20940.625000ns
2148	888	0	5	1	0	208	5	5203.906250ns
2149	888	1	5	1	0	257	2	6426.562500ns
2150	888	2	5	1	0	395	3	9877.343750ns
2151	888	3	5	1	0	606	15	15161.718750ns
2152	888	4	5	1	0	655	31	16399.218750ns
2153	888	5	5	1	0	705	29	17647.656250ns
2154	888	6	5	1	0	754	15	18861.718750ns
2155	888	7	5	1	0	852	30	21323.437500ns
2156	889	0	5	1	0	108	27	2721.093750ns
2157	889	1	5	1	0	230	30	5773.437500ns
2158	889	2	5	1	0	342	6	8554.687500ns
2159	889	3	5	1	0	380	17	9513.281250ns
2160	889	4	5	1	0	418	26	10470.312500ns
2161	889	5	5	1	0	455	12	11384.375000ns
2162	889	6	5	1	0	533	1	13325.781250ns
2163	889	7	5	1	0	682	30	17073.437500ns
2164	889	8	5	1	0	758	24	18968.750000ns
2165	889	9	5	1	0	896	6	22404.687500ns
2166	889	10	5	1	0	945	8	23631.250000ns
2167	890	0	5	1	0	152	7	3805.468750ns
2168	890	1	5	1	0	254	2	6351.562500ns
2169	890	2	5	1	0	331	1	8275.781250ns
2170	890	3	5	1	0	429	13	10735.156250ns
2171	890	4	5	1	0	710	10	17757.812500ns
2172	890	5	5	1	0	749	11	18733.593750ns
2173	890	6	5	1	0	802	15	20061.718750ns
2174	890	7	5	1	0	847	2	21176.562500ns
2175	890	8	5	1	0	909	15	22736.718750ns
2176	890	9	5	1	0	957	6	23929.687500ns
2177	891	0	5	1	0	56	2	1401.562500ns
2178	891	1	5	1	0	183	5	4578.906250ns
2179	891	2	5	1	0	378	7	9455.468750ns
2180	891	3	5	1	0	426	13	10660.156250ns
2181	891	4	5	1	0	477	24	11943.750000ns
2182	891	5	5	1	0	615	11	15383.593750ns
2183	891	6	5	1	0	846	10	21157.812500ns
2184	891	7	5	1	0	942	1	23550.781250ns
2185	892	0	5	1	0	54	4	1353.125000ns
2186	892	1	5	1	0	220	8	5506.250000ns
2187	892	2	5	1	0	418	27	10471.093750ns
2188	892	3	5	1	0	527	16	13187.500000ns
2189	892	4	5	1	0	745	12	18634.375000ns
2190	892	5	5	1	0	818	23	20467.968750ns
2191	892	6	5	1	0	862	6	21554.687500ns
2192	893	0	5	1	0	4	9	107.031250ns
2193	893	1	5	1	0	44	6	1104.687500ns
2194	893	2	5	1	0	135	10	3382.812500ns
2195	893	3	5	1	0	451	22	11292.187500ns
2196	893	4	5	1	0	548	31	13724.218750ns
2197	893	5	5	1	0	590	20	14765.625000ns
2198	893	6	5	1	0	629	9	15732.031250ns
2199	893	7	5	1	0	669	24	16743.750000ns
2200	893	8	5	1	0	718	28	17971.875000ns
2201	893	9	5	1	0	758	9	18957.031250ns
2202	893	10	5	1	0	805	9	20132.031250ns
2203	893	11	5	1	0	857	5	21428.906250ns
2204	893	12	5	1	0	946	29	23672.656250ns
2205	894	0	5	1	0	60	13	1510.156250ns
2206	894	1	5	1	0	111	5	2778.906250ns
2207	894	2	5	1	0	174	12	4359.375000ns
2208	894	3	5	1	0	268	12	6709.375000ns
2209	894	4	5	1	0	346	10	8657.812500ns
2210	894	5	5	1	0	703	24	17593.750000ns
2211	894	6	5	1	0	780	7	19505.468750ns
2212	894	7	5	1	0	987	5	24678.906250ns
2213	895	0	5	1	0	60	14	1510.937500ns
2214	895	1	5	1	0	101	6	2529.687500ns
2215	895	2	5	1	0	218	3	5452.343750ns
2216	895	3	5	1	0	272	22	6817.187500ns
2217	895	4	5	1	0	372	6	9304.687500ns
2218	895	5	5	1	0	727	6	18179.687500ns
2219	895	6	5	1	0	778	4	19453.125000ns
2220	895	7	5	1	0	828	16	20712.500000ns
2221	895	8	5	1	0	889	11	22233.593750ns
2222	896	0	5	1	0	8	14	210.937500ns
2223	896	1	5	1	0	146	16	3662.500000ns
2224	896	2	5	1	0	185	8	4631.250000ns
2225	896	3	5	1	0	234	1	5850.781250ns
2226	896	4	5	1	0	273	4	6828.125000ns
2227	896	5	5	1	0	336	16	8412.500000ns
2228	896	6	5	1	0	376	31	9424.218750ns
2229	896	7	5	1	0	484	14	12110.937500ns
2230	896	8	5	1	0	626	11	15658.593750ns
2231	896	9	5	1	0	843	15	21086.718750ns
2232	896	10	5	1	0	949	4	23728.125000ns
2233	896	11	5	1	0	1000	31	25024.218750ns
2234	897	0	5	1	0	200	13	5010.156250ns
2235	897	1	5	1	0	243	3	6077.343750ns
2236	897	2	5	1	0	309	10	7732.812500ns
2237	897	3	5	1	0	388	12	9709.375000ns
2238	897	4	5	1	0	491	2	12276.562500ns
2239	897	5	5	1	0	788	17	19713.281250ns
2240	897	6	5	1	0	837	7	20930.468750ns
2241	897	7	5	1	0	943	12	23584.375000ns
2242	898	0	5	1	0	193	14	4835.937500ns
2243	898	1	5	1	0	276	13	6910.156250ns
2244	898	2	5	1	0	365	7	9130.468750ns
2245	898	3	5	1	0	524	12	13109.375000ns
2246	898	4	5	1	0	661	8	16531.250000ns
2247	898	5	5	1	0	787	21	19691.406250ns
2248	898	6	5	1	0	872	19	21814.843750ns
2249	898	7	5	1	0	991	16	24787.500000ns
2250	899	0	5	1	0	65	8	1631.250000ns
2251	899	1	5	1	0	203	0	5075.000000ns
2252	899	2	5	1	0	263	11	6583.593750ns
