#thresh	rate
-54	6	2400
-50	12	4800
-46	37	14800
-42	132	52800
-38	184	73600
-34	181	72400
-30	257	102800
-26	456	182400
-22	993	397200
-18	1900	760000
-14	2426	970400
-10	2416	966400
-6	2125	850000
-2	1516	606400
2	661	264400
6	249	99600
10	189	75600
14	171	68400
18	152	60800
22	77	30800
26	29	11600
30	9	3600
34	1	400
38	0	0
42	0	0
46	0	0
50	0	0
54	0	0
58	0	0
62	0	0
66	0	0
70	0	0
74	0	0
78	0	0
82	0	0
86	0	0
90	0	0
94	0	0
98	0	0
102	0	0
