thr	hits	freq	error
-54	0	0	
-50	0	0	
-46	1	100	100
-42	12	1200	346.41
-38	22	2200	469.042
-34	73	7300	854.4
-30	123	12300	1109.05
-26	182	18200	1349.07
-22	650	65000	2549.51
-18	2835	283500	5324.47
-14	21889	8.7556e+06	59179.7
-10	16278	1.30224e+07	102068
-6	16622	1.32976e+07	103141
-2	14714	1.17712e+07	97041
2	2273	1.8184e+06	38140.8
6	259	207200	12874.8
10	78	62400	7065.41
14	21	16800	3666.06
18	3	2400	1385.64
22	3	2400	1385.64
26	0	0	
30	0	0	
34	0	0	
38	0	0	
42	0	0	
