-64	0	0
-62	0	0
-60	0	0
-58	0	0
-56	0	0
-54	0	0
-52	0	0
-50	0	0
-48	0	0
-46	0	0
-44	0	0
-42	0	0
-40	3	6000
-38	12	24000
-36	23	46000
-34	23	46000
-32	36	72000
-30	38	76000
-28	55	110000
-26	59	118000
-24	39	78000
-22	38	76000
-20	40	80000
-18	93	186000
-16	167	334000
-14	262	524000
-12	388	776000
-10	460	920000
-8	494	988000
-6	520	1.04e+06
-4	504	1.008e+06
-2	485	970000
0	415	830000
2	310	620000
4	194	388000
6	122	244000
8	60	120000
10	50	100000
12	48	96000
14	24	48000
16	12	24000
18	10	20000
20	27	54000
22	22	44000
24	18	36000
26	4	8000
28	3	6000
30	0	0
32	1	2000
34	1	2000
36	1	2000
38	0	0
40	1	2000
42	0	0
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
