-64	0	0
-62	0	0
-60	0	0
-58	1	2000
-56	0	0
-54	0	0
-52	0	0
-50	5	10000
-48	4	8000
-46	4	8000
-44	9	18000
-42	24	48000
-40	20	40000
-38	39	78000
-36	19	38000
-34	40	80000
-32	50	100000
-30	41	82000
-28	45	90000
-26	45	90000
-24	47	94000
-22	62	124000
-20	79	158000
-18	138	276000
-16	214	428000
-14	317	634000
-12	421	842000
-10	466	932000
-8	512	1.024e+06
-6	526	1.052e+06
-4	515	1.03e+06
-2	493	986000
0	445	890000
2	341	682000
4	234	468000
6	163	326000
8	101	202000
10	74	148000
12	47	94000
14	55	110000
16	40	80000
18	33	66000
20	37	74000
22	33	66000
24	39	78000
26	40	80000
28	14	28000
30	19	38000
32	17	34000
34	8	16000
36	5	10000
38	2	4000
40	2	4000
42	3	6000
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
