-64	0	0
-62	0	0
-60	0	0
-58	0	0
-56	0	0
-54	0	0
-52	0	0
-50	0	0
-48	2	4000
-46	10	20000
-44	9	18000
-42	16	32000
-40	27	54000
-38	27	54000
-36	31	62000
-34	37	74000
-32	43	86000
-30	45	90000
-28	33	66000
-26	49	98000
-24	40	80000
-22	49	98000
-20	84	168000
-18	127	254000
-16	188	376000
-14	269	538000
-12	373	746000
-10	445	890000
-8	491	982000
-6	506	1.012e+06
-4	498	996000
-2	465	930000
0	405	810000
2	276	552000
4	185	370000
6	87	174000
8	53	106000
10	21	42000
12	24	48000
14	1	2000
16	6	12000
18	10	20000
20	1	2000
22	7	14000
24	6	12000
26	6	12000
28	6	12000
30	0	0
32	4	8000
34	1	2000
36	1	2000
38	0	0
40	0	0
42	0	0
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
