-64	0	0
-62	0	0
-60	0	0
-58	0	0
-56	0	0
-54	0	0
-52	0	0
-50	1	2000
-48	0	0
-46	0	0
-44	1	2000
-42	5	10000
-40	10	20000
-38	14	28000
-36	19	38000
-34	32	64000
-32	32	64000
-30	38	76000
-28	43	86000
-26	40	80000
-24	42	84000
-22	54	108000
-20	85	170000
-18	142	284000
-16	192	384000
-14	283	566000
-12	398	796000
-10	450	900000
-8	492	984000
-6	506	1.012e+06
-4	502	1.004e+06
-2	471	942000
0	408	816000
2	318	636000
4	201	402000
6	121	242000
8	77	154000
10	46	92000
12	54	108000
14	33	66000
16	33	66000
18	40	80000
20	26	52000
22	19	38000
24	11	22000
26	12	24000
28	15	30000
30	11	22000
32	6	12000
34	3	6000
36	4	8000
38	2	4000
40	2	4000
42	0	0
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
