-64	0	0
-62	0	0
-60	0	0
-58	0	0
-56	0	0
-54	0	0
-52	0	0
-50	0	0
-48	0	0
-46	0	0
-44	2	4000
-42	3	6000
-40	3	6000
-38	12	24000
-36	9	18000
-34	7	14000
-32	16	32000
-30	16	32000
-28	6	12000
-26	10	20000
-24	9	18000
-22	18	36000
-20	31	62000
-18	90	180000
-16	168	336000
-14	265	530000
-12	360	720000
-10	435	870000
-8	492	984000
-6	506	1.012e+06
-4	502	1.004e+06
-2	467	934000
0	382	764000
2	282	564000
4	188	376000
6	137	274000
8	60	120000
10	45	90000
12	50	100000
14	38	76000
16	44	88000
18	27	54000
20	34	68000
22	30	60000
24	24	48000
26	5	10000
28	7	14000
30	2	4000
32	2	4000
34	0	0
36	0	0
38	0	0
40	0	0
42	0	0
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
