-64	0	0
-62	0	0
-60	0	0
-58	0	0
-56	0	0
-54	0	0
-52	0	0
-50	0	0
-48	0	0
-46	0	0
-44	1	2000
-42	11	22000
-40	24	48000
-38	22	44000
-36	17	34000
-34	20	40000
-32	29	58000
-30	35	70000
-28	41	82000
-26	38	76000
-24	44	88000
-22	63	126000
-20	118	236000
-18	144	288000
-16	207	414000
-14	312	624000
-12	413	826000
-10	467	934000
-8	515	1.03e+06
-6	519	1.038e+06
-4	514	1.028e+06
-2	472	944000
0	433	866000
2	342	684000
4	222	444000
6	116	232000
8	77	154000
10	61	122000
12	36	72000
14	39	78000
16	34	68000
18	33	66000
20	17	34000
22	15	30000
24	4	8000
26	0	0
28	0	0
30	0	0
32	0	0
34	0	0
36	0	0
38	0	0
40	0	0
42	0	0
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
