-64	0	0
-62	0	0
-60	0	0
-58	2	4000
-56	2	4000
-54	5	10000
-52	4	8000
-50	8	16000
-48	19	38000
-46	36	72000
-44	33	66000
-42	38	76000
-40	31	62000
-38	36	72000
-36	29	58000
-34	46	92000
-32	42	84000
-30	43	86000
-28	37	74000
-26	59	118000
-24	56	112000
-22	62	124000
-20	116	232000
-18	140	280000
-16	227	454000
-14	299	598000
-12	381	762000
-10	458	916000
-8	511	1.022e+06
-6	530	1.06e+06
-4	527	1.054e+06
-2	489	978000
0	447	894000
2	353	706000
4	260	520000
6	143	286000
8	78	156000
10	83	166000
12	64	128000
14	56	112000
16	56	112000
18	46	92000
20	52	104000
22	39	78000
24	36	72000
26	56	112000
28	41	82000
30	38	76000
32	30	60000
34	19	38000
36	7	14000
38	5	10000
40	2	4000
42	1	2000
44	4	8000
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
