-64	0	0
-62	0	0
-60	0	0
-58	0	0
-56	0	0
-54	0	0
-52	0	0
-50	1	2000
-48	0	0
-46	1	2000
-44	3	6000
-42	9	18000
-40	10	20000
-38	15	30000
-36	21	42000
-34	32	64000
-32	34	68000
-30	42	84000
-28	41	82000
-26	54	108000
-24	58	116000
-22	40	80000
-20	99	198000
-18	153	306000
-16	205	410000
-14	308	616000
-12	393	786000
-10	460	920000
-8	510	1.02e+06
-6	515	1.03e+06
-4	508	1.016e+06
-2	482	964000
0	412	824000
2	330	660000
4	194	388000
6	152	304000
8	74	148000
10	62	124000
12	48	96000
14	35	70000
16	37	74000
18	24	48000
20	19	38000
22	20	40000
24	12	24000
26	7	14000
28	3	6000
30	1	2000
32	1	2000
34	0	0
36	0	0
38	0	0
40	0	0
42	0	0
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
