-64	0	0
-62	0	0
-60	0	0
-58	0	0
-56	0	0
-54	0	0
-52	0	0
-50	1	2000
-48	1	2000
-46	0	0
-44	1	2000
-42	3	6000
-40	7	14000
-38	13	26000
-36	12	24000
-34	22	44000
-32	31	62000
-30	32	64000
-28	47	94000
-26	33	66000
-24	53	106000
-22	87	174000
-20	90	180000
-18	129	258000
-16	220	440000
-14	292	584000
-12	401	802000
-10	474	948000
-8	511	1.022e+06
-6	522	1.044e+06
-4	514	1.028e+06
-2	484	968000
0	420	840000
2	332	664000
4	228	456000
6	146	292000
8	68	136000
10	35	70000
12	15	30000
14	51	102000
16	25	50000
18	15	30000
20	21	42000
22	19	38000
24	14	28000
26	8	16000
28	9	18000
30	3	6000
32	3	6000
34	3	6000
36	0	0
38	0	0
40	0	0
42	0	0
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
