-64	0	0
-62	0	0
-60	0	0
-58	0	0
-56	0	0
-54	0	0
-52	0	0
-50	1	2000
-48	1	2000
-46	1	2000
-44	4	8000
-42	3	6000
-40	1	2000
-38	15	30000
-36	11	22000
-34	10	20000
-32	20	40000
-30	12	24000
-28	17	34000
-26	8	16000
-24	21	42000
-22	30	60000
-20	47	94000
-18	82	164000
-16	166	332000
-14	287	574000
-12	374	748000
-10	456	912000
-8	503	1.006e+06
-6	520	1.04e+06
-4	510	1.02e+06
-2	476	952000
0	422	844000
2	315	630000
4	221	442000
6	142	284000
8	93	186000
10	59	118000
12	27	54000
14	32	64000
16	43	86000
18	41	82000
20	18	36000
22	21	42000
24	11	22000
26	6	12000
28	1	2000
30	1	2000
32	0	0
34	0	0
36	0	0
38	0	0
40	0	0
42	0	0
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
