-64	0	0
-62	0	0
-60	0	0
-58	0	0
-56	0	0
-54	0	0
-52	6	12000
-50	2	4000
-48	5	10000
-46	8	16000
-44	17	34000
-42	7	14000
-40	6	12000
-38	26	52000
-36	22	44000
-34	31	62000
-32	11	22000
-30	12	24000
-28	22	44000
-26	9	18000
-24	22	44000
-22	65	130000
-20	69	138000
-18	134	268000
-16	193	386000
-14	287	574000
-12	395	790000
-10	473	946000
-8	511	1.022e+06
-6	525	1.05e+06
-4	516	1.032e+06
-2	482	964000
0	436	872000
2	349	698000
4	217	434000
6	142	284000
8	66	132000
10	69	138000
12	30	60000
14	24	48000
16	16	32000
18	12	24000
20	26	52000
22	27	54000
24	18	36000
26	19	38000
28	22	44000
30	2	4000
32	7	14000
34	15	30000
36	7	14000
38	4	8000
40	14	28000
42	5	10000
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
