-64	0	0
-62	0	0
-60	0	0
-58	0	0
-56	0	0
-54	0	0
-52	0	0
-50	0	0
-48	0	0
-46	1	2000
-44	2	4000
-42	7	14000
-40	8	16000
-38	17	34000
-36	30	60000
-34	33	66000
-32	36	72000
-30	38	76000
-28	44	88000
-26	44	88000
-24	59	118000
-22	62	124000
-20	95	190000
-18	128	256000
-16	222	444000
-14	319	638000
-12	399	798000
-10	466	932000
-8	508	1.016e+06
-6	521	1.042e+06
-4	509	1.018e+06
-2	479	958000
0	420	840000
2	336	672000
4	224	448000
6	133	266000
8	104	208000
10	87	174000
12	49	98000
14	50	100000
16	36	72000
18	33	66000
20	23	46000
22	11	22000
24	15	30000
26	10	20000
28	4	8000
30	2	4000
32	0	0
34	0	0
36	0	0
38	0	0
40	1	2000
42	0	0
44	0	0
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
