-64	0	0
-62	0	0
-60	0	0
-58	1	2000
-56	6	12000
-54	6	12000
-52	6	12000
-50	13	26000
-48	2	4000
-46	3	6000
-44	4	8000
-42	4	8000
-40	22	44000
-38	24	48000
-36	15	30000
-34	36	72000
-32	17	34000
-30	37	74000
-28	42	84000
-26	35	70000
-24	36	72000
-22	51	102000
-20	87	174000
-18	122	244000
-16	185	370000
-14	300	600000
-12	390	780000
-10	469	938000
-8	503	1.006e+06
-6	525	1.05e+06
-4	522	1.044e+06
-2	484	968000
0	443	886000
2	378	756000
4	224	448000
6	150	300000
8	94	188000
10	62	124000
12	63	126000
14	51	102000
16	43	86000
18	29	58000
20	20	40000
22	16	32000
24	13	26000
26	16	32000
28	17	34000
30	22	44000
32	21	42000
34	8	16000
36	5	10000
38	4	8000
40	2	4000
42	0	0
44	1	2000
46	0	0
48	0	0
50	0	0
52	0	0
54	0	0
