#thit	thr	eventID	hit#	channel	edge	error	coarse	fine	time	etime
42180	2	3	8	12	1	0	25	18	639.062500ns	82.812500ns
42181	2	3	9	12	1	0	37	25	944.531250ns	305.468750ns
42182	2	3	10	12	1	0	51	29	1297.656250ns	353.125000ns
42183	2	3	11	12	1	0	91	22	2292.187500ns	994.531250ns
42184	2	3	12	12	1	0	92	16	2312.500000ns	20.312500ns
42185	2	3	13	12	1	0	93	13	2335.156250ns	22.656250ns
42186	2	3	14	12	1	0	94	7	2355.468750ns	20.312500ns
42187	2	3	15	12	1	0	95	28	2396.875000ns	41.406250ns
42188	2	3	16	12	1	0	98	12	2459.375000ns	62.500000ns
42189	2	3	17	12	1	0	101	25	2544.531250ns	85.156250ns
42190	2	3	18	12	1	0	104	10	2607.812500ns	63.281250ns
42191	2	3	19	12	1	0	110	19	2764.843750ns	157.031250ns
42192	2	3	20	12	1	0	111	18	2789.062500ns	24.218750ns
42193	2	3	21	12	1	0	113	15	2836.718750ns	47.656250ns
42194	2	3	22	12	1	0	128	14	3210.937500ns	374.218750ns
42195	2	3	23	12	1	0	143	16	3587.500000ns	376.562500ns
42196	2	3	24	12	1	0	144	17	3613.281250ns	25.781250ns
42197	2	3	25	12	1	0	164	22	4117.187500ns	503.906250ns
42198	2	3	26	12	1	0	166	26	4170.312500ns	53.125000ns
42199	2	3	27	12	1	0	167	23	4192.968750ns	22.656250ns
42200	2	3	28	12	1	0	169	15	4236.718750ns	43.750000ns
42201	2	3	29	12	1	0	170	12	4259.375000ns	22.656250ns
42202	2	3	30	12	1	0	171	9	4282.031250ns	22.656250ns
42203	2	3	31	12	1	0	174	23	4367.968750ns	85.937500ns
42204	2	3	32	12	1	0	177	9	4432.031250ns	64.062500ns
42205	2	3	33	12	1	0	180	19	4514.843750ns	82.812500ns
42206	2	3	34	12	1	0	183	31	4599.218750ns	84.375000ns
42207	2	3	35	12	1	0	186	16	4662.500000ns	63.281250ns
42208	2	3	36	12	1	0	189	26	4745.312500ns	82.812500ns
42209	2	3	37	12	1	0	192	9	4807.031250ns	61.718750ns
42210	2	3	38	12	1	0	195	21	4891.406250ns	84.375000ns
42211	2	3	39	12	1	0	198	6	4954.687500ns	63.281250ns
42212	2	3	40	12	1	0	201	14	5035.937500ns	81.250000ns
42213	2	3	41	12	1	0	204	28	5121.875000ns	85.937500ns
42214	2	3	42	12	1	0	207	13	5185.156250ns	63.281250ns
42215	2	3	43	12	1	0	212	17	5313.281250ns	128.125000ns
42216	2	3	44	12	1	0	222	21	5566.406250ns	253.125000ns
42217	2	3	45	12	1	0	228	14	5710.937500ns	144.531250ns
42218	2	3	46	12	1	0	235	20	5890.625000ns	179.687500ns
42219	2	4	0	12	1	0	0	16	12.500000ns	
42220	2	4	1	12	1	0	36	16	912.500000ns	900.000000ns
42221	2	4	2	12	1	0	43	14	1085.937500ns	173.437500ns
42222	2	4	3	12	1	0	51	22	1292.187500ns	206.250000ns
42223	2	4	4	12	1	0	53	19	1339.843750ns	47.656250ns
42224	2	4	5	12	1	0	54	13	1360.156250ns	20.312500ns
42225	2	4	6	12	1	0	55	14	1385.937500ns	25.781250ns
42226	2	4	7	12	1	0	56	8	1406.250000ns	20.312500ns
42227	2	4	8	12	1	0	83	19	2089.843750ns	683.593750ns
42228	2	4	9	12	1	0	93	23	2342.968750ns	253.125000ns
42229	2	4	10	12	1	0	97	11	2433.593750ns	90.625000ns
42230	2	4	11	12	1	0	98	8	2456.250000ns	22.656250ns
42231	2	4	12	12	1	0	99	5	2478.906250ns	22.656250ns
42232	2	4	13	12	1	0	100	3	2502.343750ns	23.437500ns
42233	2	4	14	12	1	0	101	23	2542.968750ns	40.625000ns
42234	2	4	15	12	1	0	104	8	2606.250000ns	63.281250ns
42235	2	4	16	12	1	0	107	18	2689.062500ns	82.812500ns
42236	2	4	17	12	1	0	111	27	2796.093750ns	107.031250ns
42237	2	4	18	12	1	0	114	18	2864.062500ns	67.968750ns
42238	2	4	19	12	1	0	116	6	2904.687500ns	40.625000ns
42239	2	4	20	12	1	0	119	25	2994.531250ns	89.843750ns
42240	2	4	21	12	1	0	122	7	3055.468750ns	60.937500ns
42241	2	4	22	12	1	0	125	18	3139.062500ns	83.593750ns
42242	2	4	23	12	1	0	128	30	3223.437500ns	84.375000ns
42243	2	4	24	12	1	0	131	13	3285.156250ns	61.718750ns
42244	2	4	25	12	1	0	134	26	3370.312500ns	85.156250ns
42245	2	4	26	12	1	0	137	11	3433.593750ns	63.281250ns
42246	2	4	27	12	1	0	140	24	3518.750000ns	85.156250ns
42247	2	4	28	12	1	0	143	8	3581.250000ns	62.500000ns
42248	2	4	29	12	1	0	146	19	3664.843750ns	83.593750ns
42249	2	4	30	12	1	0	149	30	3748.437500ns	83.593750ns
42250	2	4	31	12	1	0	152	15	3811.718750ns	63.281250ns
42251	2	4	32	12	1	0	155	27	3896.093750ns	84.375000ns
42252	2	4	33	12	1	0	158	16	3962.500000ns	66.406250ns
42253	2	4	34	12	1	0	161	29	4047.656250ns	85.156250ns
42254	2	4	35	12	1	0	164	13	4110.156250ns	62.500000ns
42255	2	4	36	12	1	0	167	23	4192.968750ns	82.812500ns
42256	2	4	37	12	1	0	170	9	4257.031250ns	64.062500ns
42257	2	4	38	12	1	0	173	17	4338.281250ns	81.250000ns
42258	2	4	39	12	1	0	176	27	4421.093750ns	82.812500ns
42259	2	4	40	12	1	0	179	13	4485.156250ns	64.062500ns
42260	2	4	41	12	1	0	183	21	4591.406250ns	106.250000ns
42261	2	4	42	12	1	0	185	12	4634.375000ns	42.968750ns
42262	2	4	43	12	1	0	188	22	4717.187500ns	82.812500ns
42263	2	4	44	12	1	0	191	6	4779.687500ns	62.500000ns
42264	2	4	45	12	1	0	194	17	4863.281250ns	83.593750ns
42265	2	4	46	12	1	0	197	27	4946.093750ns	82.812500ns
42266	2	4	47	12	1	0	200	11	5008.593750ns	62.500000ns
42267	2	4	48	12	1	0	203	21	5091.406250ns	82.812500ns
42268	2	4	49	12	1	0	206	10	5157.812500ns	66.406250ns
42269	2	4	50	12	1	0	209	23	5242.968750ns	85.156250ns
42270	2	4	51	12	1	0	212	8	5306.250000ns	63.281250ns
42271	2	4	52	12	1	0	215	18	5389.062500ns	82.812500ns
42272	2	4	53	12	1	0	218	28	5471.875000ns	82.812500ns
42273	2	4	54	12	1	0	221	12	5534.375000ns	62.500000ns
42274	2	4	55	12	1	0	224	27	5621.093750ns	86.718750ns
42275	2	4	56	12	1	0	227	13	5685.156250ns	64.062500ns
42276	2	4	57	12	1	0	231	24	5793.750000ns	108.593750ns
42277	2	4	58	12	1	0	233	14	5835.937500ns	42.187500ns
42278	2	4	59	12	1	0	236	27	5921.093750ns	85.156250ns
42279	2	4	60	12	1	0	239	10	5982.812500ns	61.718750ns
42280	2	4	61	12	1	0	242	21	6066.406250ns	83.593750ns
42281	2	4	62	12	1	0	246	0	6150.000000ns	83.593750ns
42282	2	4	63	12	1	0	248	16	6212.500000ns	62.500000ns
42283	4	0	0	12	1	0	2	21	66.406250ns	
42284	4	0	1	12	1	0	82	20	2065.625000ns	1999.218750ns
42285	4	0	2	12	1	0	85	14	2135.937500ns	70.312500ns
42286	4	0	3	12	1	0	87	11	2183.593750ns	47.656250ns
42287	4	0	4	12	1	0	88	11	2208.593750ns	25.000000ns
42288	4	0	5	12	1	0	89	5	2228.906250ns	20.312500ns
42289	4	0	6	12	1	0	90	0	2250.000000ns	21.093750ns
42290	4	0	7	12	1	0	92	17	2313.281250ns	63.281250ns
42291	4	0	8	12	1	0	95	28	2396.875000ns	83.593750ns
42292	4	0	9	12	1	0	98	10	2457.812500ns	60.937500ns
42293	4	0	10	12	1	0	101	22	2542.187500ns	84.375000ns
42294	4	0	11	12	1	0	104	10	2607.812500ns	65.625000ns
42295	4	0	12	12	1	0	172	19	4314.843750ns	1707.031250ns
42296	4	0	13	12	1	0	173	13	4335.156250ns	20.312500ns
42297	4	0	14	12	1	0	174	9	4357.031250ns	21.875000ns
42298	4	0	15	12	1	0	336	21	8416.406250ns	4059.375000ns
42299	4	0	16	12	1	0	365	21	9141.406250ns	725.000000ns
42300	4	0	17	12	1	0	367	26	9195.312500ns	53.906250ns
42301	4	0	18	12	1	0	370	20	9265.625000ns	70.312500ns
42302	4	0	19	12	1	0	414	15	10361.718750ns	1096.093750ns
42303	4	0	20	12	1	0	453	14	11335.937500ns	974.218750ns
42304	4	0	21	12	1	0	557	18	13939.062500ns	2603.125000ns
42305	4	0	22	12	1	0	653	14	16335.937500ns	2396.875000ns
42306	4	0	23	12	1	0	658	20	16465.625000ns	129.687500ns
42307	4	0	24	12	1	0	712	18	17814.062500ns	1348.437500ns
42308	4	0	25	12	1	0	714	13	17860.156250ns	46.093750ns
42309	4	0	26	12	1	0	715	5	17878.906250ns	18.750000ns
42310	4	0	27	12	1	0	716	4	17903.125000ns	24.218750ns
42311	4	0	28	12	1	0	716	29	17922.656250ns	19.531250ns
42312	4	0	29	12	1	0	719	14	17985.937500ns	63.281250ns
42313	4	0	30	12	1	0	722	24	18068.750000ns	82.812500ns
42314	4	0	31	12	1	0	725	9	18132.031250ns	63.281250ns
42315	4	0	32	12	1	0	760	17	19013.281250ns	881.250000ns
42316	4	0	33	12	1	0	798	18	19964.062500ns	950.781250ns
42317	4	0	34	12	1	0	817	17	20438.281250ns	474.218750ns
42318	4	0	35	12	1	0	874	17	21863.281250ns	1425.000000ns
42319	4	0	36	12	1	0	969	13	24235.156250ns	2371.875000ns
42320	4	1	0	12	1	0	20	24	518.750000ns	
42321	4	1	1	12	1	0	23	13	585.156250ns	66.406250ns
42322	4	1	2	12	1	0	33	14	835.937500ns	250.781250ns
42323	4	1	3	12	1	0	68	21	1716.406250ns	880.468750ns
42324	4	1	4	12	1	0	71	25	1794.531250ns	78.125000ns
42325	4	1	5	12	1	0	84	18	2114.062500ns	319.531250ns
42326	4	1	6	12	1	0	85	13	2135.156250ns	21.093750ns
42327	4	1	7	12	1	0	86	7	2155.468750ns	20.312500ns
42328	4	1	8	12	1	0	87	7	2180.468750ns	25.000000ns
42329	4	1	9	12	1	0	98	17	2463.281250ns	282.812500ns
42330	4	1	10	12	1	0	164	23	4117.968750ns	1654.687500ns
42331	4	1	11	12	1	0	194	13	4860.156250ns	742.187500ns
42332	4	1	12	12	1	0	204	21	5116.406250ns	256.250000ns
42333	4	1	13	12	1	0	230	17	5763.281250ns	646.875000ns
42334	4	1	14	12	1	0	311	19	7789.843750ns	2026.562500ns
42335	4	1	15	12	1	0	367	20	9190.625000ns	1400.781250ns
42336	4	1	16	12	1	0	389	17	9738.281250ns	547.656250ns
42337	4	1	17	12	1	0	392	12	9809.375000ns	71.093750ns
42338	4	1	18	12	1	0	395	0	9875.000000ns	65.625000ns
42339	4	1	19	12	1	0	396	23	9917.968750ns	42.968750ns
42340	4	1	20	12	1	0	397	18	9939.062500ns	21.093750ns
42341	4	1	21	12	1	0	398	13	9960.156250ns	21.093750ns
42342	4	1	22	12	1	0	399	10	9982.812500ns	22.656250ns
42343	4	1	23	12	1	0	402	20	10065.625000ns	82.812500ns
42344	4	1	24	12	1	0	406	1	10150.781250ns	85.156250ns
42345	4	1	25	12	1	0	408	14	10210.937500ns	60.156250ns
42346	4	1	26	12	1	0	412	28	10321.875000ns	110.937500ns
42347	4	1	27	12	1	0	414	13	10360.156250ns	38.281250ns
42348	4	1	28	12	1	0	421	22	10542.187500ns	182.031250ns
42349	4	1	29	12	1	0	466	21	11666.406250ns	1124.218750ns
42350	4	1	30	12	1	0	583	14	14585.937500ns	2919.531250ns
42351	4	1	31	12	1	0	619	17	15488.281250ns	902.343750ns
42352	4	1	32	12	1	0	628	23	15717.968750ns	229.687500ns
42353	4	1	33	12	1	0	645	21	16141.406250ns	423.437500ns
42354	4	1	34	12	1	0	653	19	16339.843750ns	198.437500ns
42355	4	1	35	12	1	0	671	18	16789.062500ns	449.218750ns
42356	4	1	36	12	1	0	672	20	16815.625000ns	26.562500ns
42357	4	1	37	12	1	0	673	15	16836.718750ns	21.093750ns
42358	4	1	38	12	1	0	707	13	17685.156250ns	848.437500ns
42359	4	1	39	12	1	0	711	17	17788.281250ns	103.125000ns
42360	4	1	40	12	1	0	719	15	17986.718750ns	198.437500ns
42361	4	1	41	12	1	0	720	12	18009.375000ns	22.656250ns
42362	4	1	42	12	1	0	721	6	18029.687500ns	20.312500ns
42363	4	1	43	12	1	0	722	2	18051.562500ns	21.875000ns
42364	4	1	44	12	1	0	723	21	18091.406250ns	39.843750ns
42365	4	1	45	12	1	0	726	6	18154.687500ns	63.281250ns
42366	4	1	46	12	1	0	729	16	18237.500000ns	82.812500ns
42367	4	1	47	12	1	0	756	21	18916.406250ns	678.906250ns
42368	4	1	48	12	1	0	782	13	19560.156250ns	643.750000ns
42369	4	1	49	12	1	0	789	17	19738.281250ns	178.125000ns
42370	4	1	50	12	1	0	807	22	20192.187500ns	453.906250ns
42371	4	1	51	12	1	0	828	20	20715.625000ns	523.437500ns
42372	4	1	52	12	1	0	869	21	21741.406250ns	1025.781250ns
42373	4	1	53	12	1	0	874	0	21850.000000ns	108.593750ns
42374	4	1	54	12	1	0	887	16	22187.500000ns	337.500000ns
42375	4	1	55	12	1	0	903	21	22591.406250ns	403.906250ns
42376	4	1	56	12	1	0	937	20	23440.625000ns	849.218750ns
42377	4	1	57	12	1	0	946	10	23657.812500ns	217.187500ns
42378	4	1	58	12	1	0	962	24	24068.750000ns	410.937500ns
42379	4	1	59	12	1	0	981	16	24537.500000ns	468.750000ns
42380	4	1	60	12	1	0	988	16	24712.500000ns	175.000000ns
42381	4	2	0	12	1	0	8	29	222.656250ns	
42382	4	2	1	12	1	0	99	21	2491.406250ns	2268.750000ns
42383	4	2	2	12	1	0	100	18	2514.062500ns	22.656250ns
42384	4	2	3	12	1	0	194	14	4860.937500ns	2346.875000ns
42385	4	2	4	12	1	0	212	28	5321.875000ns	460.937500ns
42386	4	2	5	12	1	0	242	22	6067.187500ns	745.312500ns
42387	4	2	6	12	1	0	244	19	6114.843750ns	47.656250ns
42388	4	2	7	12	1	0	245	13	6135.156250ns	20.312500ns
42389	4	2	8	12	1	0	254	18	6364.062500ns	228.906250ns
42390	4	2	9	12	1	0	295	15	7386.718750ns	1022.656250ns
42391	4	2	10	12	1	0	323	22	8092.187500ns	705.468750ns
42392	4	2	11	12	1	0	329	18	8239.062500ns	146.875000ns
42393	4	2	12	12	1	0	338	23	8467.968750ns	228.906250ns
42394	4	2	13	12	1	0	383	23	9592.968750ns	1125.000000ns
42395	4	2	14	12	1	0	391	23	9792.968750ns	200.000000ns
42396	4	2	15	12	1	0	535	21	13391.406250ns	3598.437500ns
42397	4	2	16	12	1	0	558	16	13962.500000ns	571.093750ns
42398	4	2	17	12	1	0	559	19	13989.843750ns	27.343750ns
42399	4	2	18	12	1	0	564	19	14114.843750ns	125.000000ns
42400	4	2	19	12	1	0	569	11	14233.593750ns	118.750000ns
42401	4	2	20	12	1	0	570	7	14255.468750ns	21.875000ns
42402	4	2	21	12	1	0	571	4	14278.125000ns	22.656250ns
42403	4	2	22	12	1	0	571	30	14298.437500ns	20.312500ns
42404	4	2	23	12	1	0	573	21	14341.406250ns	42.968750ns
42405	4	2	24	12	1	0	576	6	14404.687500ns	63.281250ns
42406	4	2	25	12	1	0	579	17	14488.281250ns	83.593750ns
42407	4	2	26	12	1	0	582	27	14571.093750ns	82.812500ns
42408	4	2	27	12	1	0	585	12	14634.375000ns	63.281250ns
42409	4	2	28	12	1	0	588	21	14716.406250ns	82.031250ns
42410	4	2	29	12	1	0	591	9	14782.031250ns	65.625000ns
42411	4	2	30	12	1	0	594	19	14864.843750ns	82.812500ns
42412	4	2	31	12	1	0	598	0	14950.000000ns	85.156250ns
42413	4	2	32	12	1	0	600	15	15011.718750ns	61.718750ns
42414	4	2	33	12	1	0	603	27	15096.093750ns	84.375000ns
42415	4	2	34	12	1	0	606	10	15157.812500ns	61.718750ns
42416	4	2	35	12	1	0	609	22	15242.187500ns	84.375000ns
42417	4	2	36	12	1	0	613	3	15327.343750ns	85.156250ns
42418	4	2	37	12	1	0	647	19	16189.843750ns	862.500000ns
42419	4	2	38	12	1	0	669	21	16741.406250ns	551.562500ns
42420	4	2	39	12	1	0	719	18	17989.062500ns	1247.656250ns
42421	4	2	40	12	1	0	751	19	18789.843750ns	800.781250ns
42422	4	2	41	12	1	0	766	21	19166.406250ns	376.562500ns
42423	4	2	42	12	1	0	838	11	20958.593750ns	1792.187500ns
42424	4	2	43	12	1	0	855	20	21390.625000ns	432.031250ns
42425	4	2	44	12	1	0	860	23	21517.968750ns	127.343750ns
42426	4	2	45	12	1	0	863	11	21583.593750ns	65.625000ns
42427	4	2	46	12	1	0	864	8	21606.250000ns	22.656250ns
42428	4	2	47	12	1	0	865	3	21627.343750ns	21.093750ns
42429	4	2	48	12	1	0	865	29	21647.656250ns	20.312500ns
42430	4	2	49	12	1	0	867	18	21689.062500ns	41.406250ns
42431	4	2	50	12	1	0	870	28	21771.875000ns	82.812500ns
42432	4	2	51	12	1	0	873	13	21835.156250ns	63.281250ns
42433	4	2	52	12	1	0	876	23	21917.968750ns	82.812500ns
42434	4	2	53	12	1	0	879	8	21981.250000ns	63.281250ns
42435	4	2	54	12	1	0	882	17	22063.281250ns	82.031250ns
42436	4	2	55	12	1	0	885	27	22146.093750ns	82.812500ns
42437	4	2	56	12	1	0	888	11	22208.593750ns	62.500000ns
42438	4	2	57	12	1	0	897	28	22446.875000ns	238.281250ns
42439	4	2	58	12	1	0	919	23	22992.968750ns	546.093750ns
42440	4	2	59	12	1	0	938	20	23465.625000ns	472.656250ns
42441	4	2	60	12	1	0	951	26	23795.312500ns	329.687500ns
42442	4	2	61	12	1	0	978	21	24466.406250ns	671.093750ns
42443	4	2	62	12	1	0	985	17	24638.281250ns	171.875000ns
42444	4	3	0	12	1	0	76	21	1916.406250ns	
42445	4	3	1	12	1	0	98	23	2467.968750ns	551.562500ns
42446	4	3	2	12	1	0	99	20	2490.625000ns	22.656250ns
42447	4	3	3	12	1	0	164	18	4114.062500ns	1623.437500ns
42448	4	3	4	12	1	0	172	16	4312.500000ns	198.437500ns
42449	4	3	5	12	1	0	186	15	4661.718750ns	349.218750ns
42450	4	3	6	12	1	0	201	11	5033.593750ns	371.875000ns
42451	4	3	7	12	1	0	241	20	6040.625000ns	1007.031250ns
42452	4	3	8	12	1	0	342	18	8564.062500ns	2523.437500ns
42453	4	3	9	12	1	0	347	31	8699.218750ns	135.156250ns
42454	4	3	10	12	1	0	352	26	8820.312500ns	121.093750ns
42455	4	3	11	12	1	0	434	13	10860.156250ns	2039.843750ns
42456	4	3	12	12	1	0	476	19	11914.843750ns	1054.687500ns
42457	4	3	13	12	1	0	534	22	13367.187500ns	1452.343750ns
42458	4	3	14	12	1	0	568	21	14216.406250ns	849.218750ns
42459	4	3	15	12	1	0	571	21	14291.406250ns	75.000000ns
42460	4	3	16	12	1	0	657	19	16439.843750ns	2148.437500ns
42461	4	3	17	12	1	0	660	16	16512.500000ns	72.656250ns
42462	4	3	18	12	1	0	720	28	18021.875000ns	1509.375000ns
42463	4	3	19	12	1	0	726	25	18169.531250ns	147.656250ns
42464	4	3	20	12	1	0	733	21	18341.406250ns	171.875000ns
42465	4	3	21	12	1	0	734	20	18365.625000ns	24.218750ns
42466	4	3	22	12	1	0	735	14	18385.937500ns	20.312500ns
42467	4	3	23	12	1	0	737	9	18432.031250ns	46.093750ns
42468	4	3	24	12	1	0	738	4	18453.125000ns	21.093750ns
42469	4	3	25	12	1	0	741	17	18538.281250ns	85.156250ns
42470	4	3	26	12	1	0	743	11	18583.593750ns	45.312500ns
42471	4	3	27	12	1	0	746	23	18667.968750ns	84.375000ns
42472	4	3	28	12	1	0	749	7	18730.468750ns	62.500000ns
42473	4	3	29	12	1	0	752	21	18816.406250ns	85.937500ns
42474	4	3	30	12	1	0	756	0	18900.000000ns	83.593750ns
42475	4	3	31	12	1	0	758	15	18961.718750ns	61.718750ns
42476	4	3	32	12	1	0	761	27	19046.093750ns	84.375000ns
42477	4	3	33	12	1	0	764	10	19107.812500ns	61.718750ns
42478	4	3	34	12	1	0	810	31	20274.218750ns	1166.406250ns
42479	4	3	35	12	1	0	839	20	20990.625000ns	716.406250ns
42480	4	3	36	12	1	0	899	24	22493.750000ns	1503.125000ns
42481	4	3	37	12	1	0	900	20	22515.625000ns	21.875000ns
42482	4	3	38	12	1	0	941	19	23539.843750ns	1024.218750ns
42483	4	3	39	12	1	0	943	16	23587.500000ns	47.656250ns
42484	4	3	40	12	1	0	966	21	24166.406250ns	578.906250ns
42485	4	3	41	12	1	0	978	12	24459.375000ns	292.968750ns
42486	4	4	0	12	1	0	32	19	814.843750ns	
42487	4	4	1	12	1	0	50	17	1263.281250ns	448.437500ns
42488	4	4	2	12	1	0	62	22	1567.187500ns	303.906250ns
42489	4	4	3	12	1	0	73	18	1839.062500ns	271.875000ns
42490	4	4	4	12	1	0	186	17	4663.281250ns	2824.218750ns
42491	4	4	5	12	1	0	187	23	4692.968750ns	29.687500ns
42492	4	4	6	12	1	0	276	18	6914.062500ns	2221.093750ns
42493	4	4	7	12	1	0	305	17	7638.281250ns	724.218750ns
42494	4	4	8	12	1	0	329	18	8239.062500ns	600.781250ns
42495	4	4	9	12	1	0	403	19	10089.843750ns	1850.781250ns
42496	4	4	10	12	1	0	405	24	10143.750000ns	53.906250ns
42497	4	4	11	12	1	0	422	21	10566.406250ns	422.656250ns
42498	4	4	12	12	1	0	424	27	10621.093750ns	54.687500ns
42499	4	4	13	12	1	0	454	19	11364.843750ns	743.750000ns
42500	4	4	14	12	1	0	462	23	11567.968750ns	203.125000ns
42501	4	4	15	12	1	0	464	28	11621.875000ns	53.906250ns
42502	4	4	16	12	1	0	475	16	11887.500000ns	265.625000ns
42503	4	4	17	12	1	0	477	15	11936.718750ns	49.218750ns
42504	4	4	18	12	1	0	491	17	12288.281250ns	351.562500ns
42505	4	4	19	12	1	0	519	19	12989.843750ns	701.562500ns
42506	4	4	20	12	1	0	533	24	13343.750000ns	353.906250ns
42507	4	4	21	12	1	0	561	14	14035.937500ns	692.187500ns
42508	4	4	22	12	1	0	562	8	14056.250000ns	20.312500ns
42509	4	4	23	12	1	0	563	4	14078.125000ns	21.875000ns
42510	4	4	24	12	1	0	563	29	14097.656250ns	19.531250ns
42511	4	4	25	12	1	0	565	20	14140.625000ns	42.968750ns
42512	4	4	26	12	1	0	568	29	14222.656250ns	82.031250ns
42513	4	4	27	12	1	0	571	13	14285.156250ns	62.500000ns
42514	4	4	28	12	1	0	574	13	14360.156250ns	75.000000ns
42515	4	4	29	12	1	0	589	26	14745.312500ns	385.156250ns
42516	4	4	30	12	1	0	630	17	15763.281250ns	1017.968750ns
42517	4	4	31	12	1	0	633	23	15842.968750ns	79.687500ns
42518	4	4	32	12	1	0	653	20	16340.625000ns	497.656250ns
42519	4	4	33	12	1	0	667	11	16683.593750ns	342.968750ns
42520	4	4	34	12	1	0	688	28	17221.875000ns	538.281250ns
42521	4	4	35	12	1	0	696	25	17419.531250ns	197.656250ns
42522	4	4	36	12	1	0	699	24	17493.750000ns	74.218750ns
42523	4	4	37	12	1	0	731	16	18287.500000ns	793.750000ns
42524	4	4	38	12	1	0	779	16	19487.500000ns	1200.000000ns
42525	4	4	39	12	1	0	782	10	19557.812500ns	70.312500ns
42526	4	4	40	12	1	0	803	17	20088.281250ns	530.468750ns
42527	4	4	41	12	1	0	875	16	21887.500000ns	1799.218750ns
42528	4	4	42	12	1	0	931	19	23289.843750ns	1402.343750ns
42529	4	4	43	12	1	0	952	26	23820.312500ns	530.468750ns
42530	4	4	44	12	1	0	973	18	24339.062500ns	518.750000ns
42531	4	4	45	12	1	0	974	12	24359.375000ns	20.312500ns
42532	4	4	46	12	1	0	975	7	24380.468750ns	21.093750ns
42533	4	4	47	12	1	0	976	1	24400.781250ns	20.312500ns
42534	4	4	48	12	1	0	977	21	24441.406250ns	40.625000ns
42535	4	4	49	12	1	0	980	6	24504.687500ns	63.281250ns
42536	4	4	50	12	1	0	983	15	24586.718750ns	82.031250ns
42537	4	4	51	12	1	0	986	29	24672.656250ns	85.937500ns
42538	4	4	52	12	1	0	989	16	24737.500000ns	64.843750ns
42539	4	4	53	12	1	0	992	27	24821.093750ns	83.593750ns
42540	4	4	54	12	1	0	995	8	24881.250000ns	60.156250ns
42541	6	0	0	12	1	0	3	19	89.843750ns	
42542	6	0	1	12	1	0	25	15	636.718750ns	546.875000ns
42543	6	0	2	12	1	0	27	17	688.281250ns	51.562500ns
42544	6	0	3	12	1	0	29	15	736.718750ns	48.437500ns
42545	6	0	4	12	1	0	150	5	3753.906250ns	3017.187500ns
42546	6	0	5	12	1	0	421	28	10546.875000ns	6792.968750ns
42547	6	0	6	12	1	0	435	22	10892.187500ns	345.312500ns
42548	6	0	7	12	1	0	630	18	15764.062500ns	4871.875000ns
42549	6	0	8	12	1	0	723	18	18089.062500ns	2325.000000ns
42550	6	0	9	12	1	0	787	24	19693.750000ns	1604.687500ns
42551	6	0	10	12	1	0	789	21	19741.406250ns	47.656250ns
42552	6	0	11	12	1	0	905	22	22642.187500ns	2900.781250ns
42553	6	0	12	12	1	0	1019	22	25492.187500ns	2850.000000ns
42554	6	0	13	12	1	0	1032	17	25813.281250ns	321.093750ns
42555	6	0	14	12	1	0	1072	27	26821.093750ns	1007.812500ns
42556	6	0	15	12	1	0	1467	0	36675.000000ns	9853.906250ns
42557	6	0	16	12	1	0	1472	27	36821.093750ns	146.093750ns
42558	6	0	17	12	1	0	1633	20	40840.625000ns	4019.531250ns
42559	6	0	18	12	1	0	1651	22	41292.187500ns	451.562500ns
42560	6	0	19	12	1	0	1808	27	45221.093750ns	3928.906250ns
42561	6	1	0	12	1	0	266	15	6661.718750ns	
42562	6	1	1	12	1	0	353	20	8840.625000ns	2178.906250ns
42563	6	1	2	12	1	0	355	14	8885.937500ns	45.312500ns
42564	6	1	3	12	1	0	405	15	10136.718750ns	1250.781250ns
42565	6	1	4	12	1	0	828	16	20712.500000ns	10575.781250ns
42566	6	1	5	12	1	0	982	26	24570.312500ns	3857.812500ns
42567	6	1	6	12	1	0	1038	22	25967.187500ns	1396.875000ns
42568	6	1	7	12	1	0	1058	14	26460.937500ns	493.750000ns
42569	6	1	8	12	1	0	1060	10	26507.812500ns	46.875000ns
42570	6	1	9	12	1	0	1108	26	27720.312500ns	1212.500000ns
42571	6	1	10	12	1	0	1188	18	29714.062500ns	1993.750000ns
42572	6	1	11	12	1	0	1355	21	33891.406250ns	4177.343750ns
42573	6	1	12	12	1	0	1458	3	36452.343750ns	2560.937500ns
42574	6	1	13	12	1	0	1481	24	37043.750000ns	591.406250ns
42575	6	1	14	12	1	0	1577	23	39442.968750ns	2399.218750ns
42576	6	1	15	12	1	0	1735	21	43391.406250ns	3948.437500ns
42577	6	1	16	12	1	0	1787	23	44692.968750ns	1301.562500ns
42578	6	1	17	12	1	0	1998	27	49971.093750ns	5278.125000ns
42579	6	2	0	12	1	0	65	18	1639.062500ns	
42580	6	2	1	12	1	0	192	27	4821.093750ns	3182.031250ns
42581	6	2	2	12	1	0	266	14	6660.937500ns	1839.843750ns
42582	6	2	3	12	1	0	317	28	7946.875000ns	1285.937500ns
42583	6	2	4	12	1	0	971	19	24289.843750ns	16342.968750ns
42584	6	2	5	12	1	0	1348	17	33713.281250ns	9423.437500ns
42585	6	2	6	12	1	0	1483	13	37085.156250ns	3371.875000ns
42586	6	2	7	12	1	0	1510	30	37773.437500ns	688.281250ns
42587	6	2	8	12	1	0	1678	19	41964.843750ns	4191.406250ns
42588	6	2	9	12	1	0	1698	14	42460.937500ns	496.093750ns
