#thit	thr	eventID	hit#	channel	edge	error	coarse	fine	time	etime
1	-34	4	0	0	1	0	1366	22	34167.187500ns	
2	-32	0	0	0	1	0	215	26	5395.312500ns	
3	-32	3	0	0	1	0	28	30	723.437500ns	
4	-32	3	1	0	1	0	1618	27	40471.093750ns	39747.656250ns
5	-30	2	0	0	1	0	353	29	8847.656250ns	
6	-30	2	1	0	1	0	377	29	9447.656250ns	600.000000ns
7	-30	4	0	0	1	0	405	25	10144.531250ns	
8	-28	0	0	0	1	0	596	0	14900.000000ns	
9	-28	0	1	0	1	0	998	27	24971.093750ns	10071.093750ns
10	-28	0	2	0	1	0	1976	29	49422.656250ns	24451.562500ns
11	-28	1	0	0	1	0	349	26	8745.312500ns	
12	-28	1	1	0	1	0	752	30	18823.437500ns	10078.125000ns
13	-28	1	2	0	1	0	853	30	21348.437500ns	2525.000000ns
14	-28	1	3	0	1	0	1160	26	29020.312500ns	7671.875000ns
15	-28	2	0	0	1	0	753	28	18846.875000ns	
16	-28	2	1	0	1	0	1833	27	45846.093750ns	26999.218750ns
17	-28	3	0	0	1	0	596	28	14921.875000ns	
18	-28	3	1	0	1	0	1770	25	44269.531250ns	29347.656250ns
19	-28	4	0	0	1	0	12	28	321.875000ns	
20	-28	4	1	0	1	0	341	1	8525.781250ns	8203.906250ns
21	-28	4	2	0	1	0	396	27	9921.093750ns	1395.312500ns
22	-28	4	3	0	1	0	916	28	22921.875000ns	13000.781250ns
23	-28	4	4	0	1	0	1783	31	44599.218750ns	21677.343750ns
24	-26	0	0	0	1	0	207	24	5193.750000ns	
25	-26	0	1	0	1	0	343	28	8596.875000ns	3403.125000ns
26	-26	0	2	0	1	0	852	30	21323.437500ns	12726.562500ns
27	-26	0	3	0	1	0	972	26	24320.312500ns	2996.875000ns
28	-26	0	4	0	1	0	1156	30	28923.437500ns	4603.125000ns
29	-26	0	5	0	1	0	1173	22	29342.187500ns	418.750000ns
30	-26	0	6	0	1	0	1533	25	38344.531250ns	9002.343750ns
31	-26	1	0	0	1	0	0	29	22.656250ns	
32	-26	1	1	0	1	0	205	26	5145.312500ns	5122.656250ns
33	-26	1	2	0	1	0	585	0	14625.000000ns	9479.687500ns
34	-26	1	3	0	1	0	818	31	20474.218750ns	5849.218750ns
35	-26	1	4	0	1	0	1339	25	33494.531250ns	13020.312500ns
36	-26	1	5	0	1	0	1744	24	43618.750000ns	10124.218750ns
37	-26	1	6	0	1	0	1746	27	43671.093750ns	52.343750ns
38	-26	2	0	0	1	0	333	30	8348.437500ns	
39	-26	2	1	0	1	0	1141	31	28549.218750ns	20200.781250ns
40	-26	2	2	0	1	0	1478	1	36950.781250ns	8401.562500ns
41	-26	3	0	0	1	0	210	26	5270.312500ns	
42	-26	3	1	0	1	0	736	27	18421.093750ns	13150.781250ns
43	-26	3	2	0	1	0	1194	28	29871.875000ns	11450.781250ns
44	-26	4	0	0	1	0	992	31	24824.218750ns	
45	-26	4	1	0	1	0	1312	29	32822.656250ns	7998.437500ns
46	-26	4	2	0	1	0	1593	22	39842.187500ns	7019.531250ns
47	-24	0	0	0	1	0	296	28	7421.875000ns	
48	-24	0	1	0	1	0	419	0	10475.000000ns	3053.125000ns
49	-24	0	2	0	1	0	1095	26	27395.312500ns	16920.312500ns
50	-24	0	3	0	1	0	1554	30	38873.437500ns	11478.125000ns
51	-24	0	4	0	1	0	1759	28	43996.875000ns	5123.437500ns
52	-24	0	5	0	1	0	1767	22	44192.187500ns	195.312500ns
53	-24	1	0	0	1	0	56	24	1418.750000ns	
54	-24	1	1	0	1	0	58	27	1471.093750ns	52.343750ns
55	-24	1	2	0	1	0	1021	23	25542.968750ns	24071.875000ns
56	-24	1	3	0	1	0	1413	27	35346.093750ns	9803.125000ns
57	-24	1	4	0	1	0	1732	25	43319.531250ns	7973.437500ns
58	-24	1	5	0	1	0	1783	29	44597.656250ns	1278.125000ns
59	-24	1	6	0	1	0	1808	23	45217.968750ns	620.312500ns
60	-24	1	7	0	1	0	1818	25	45469.531250ns	251.562500ns
61	-24	2	0	0	1	0	414	25	10369.531250ns	
62	-24	2	1	0	1	0	553	24	13843.750000ns	3474.218750ns
63	-24	2	2	0	1	0	998	24	24968.750000ns	11125.000000ns
64	-24	2	3	0	1	0	1014	27	25371.093750ns	402.343750ns
65	-24	2	4	0	1	0	1235	28	30896.875000ns	5525.781250ns
66	-24	2	5	0	1	0	1667	29	41697.656250ns	10800.781250ns
67	-24	2	6	0	1	0	1990	30	49773.437500ns	8075.781250ns
68	-24	3	0	0	1	0	195	30	4898.437500ns	
69	-24	3	1	0	1	0	598	25	14969.531250ns	10071.093750ns
70	-24	3	2	0	1	0	600	31	15024.218750ns	54.687500ns
71	-24	3	3	0	1	0	797	28	19946.875000ns	4922.656250ns
72	-24	3	4	0	1	0	816	30	20423.437500ns	476.562500ns
73	-24	3	5	0	1	0	819	24	20493.750000ns	70.312500ns
74	-24	3	6	0	1	0	1035	27	25896.093750ns	5402.343750ns
75	-24	3	7	0	1	0	1152	24	28818.750000ns	2922.656250ns
76	-24	3	8	0	1	0	1374	1	34350.781250ns	5532.031250ns
77	-24	3	9	0	1	0	1376	29	34422.656250ns	71.875000ns
78	-24	3	10	0	1	0	1577	1	39425.781250ns	5003.125000ns
79	-24	3	11	0	1	0	1712	27	42821.093750ns	3395.312500ns
80	-24	4	0	0	1	0	2	30	73.437500ns	
81	-24	4	1	0	1	0	108	24	2718.750000ns	2645.312500ns
82	-24	4	2	0	1	0	217	29	5447.656250ns	2728.906250ns
83	-24	4	3	0	1	0	245	3	6127.343750ns	679.687500ns
84	-24	4	4	0	1	0	408	1	10200.781250ns	4073.437500ns
85	-24	4	5	0	1	0	423	29	10597.656250ns	396.875000ns
86	-24	4	6	0	1	0	463	27	11596.093750ns	998.437500ns
87	-24	4	7	0	1	0	858	26	21470.312500ns	9874.218750ns
88	-24	4	8	0	1	0	1653	1	41325.781250ns	19855.468750ns
89	-22	0	0	0	1	0	23	24	593.750000ns	
90	-22	0	1	0	1	0	40	2	1001.562500ns	407.812500ns
91	-22	0	2	0	1	0	43	31	1099.218750ns	97.656250ns
92	-22	0	3	0	1	0	197	3	4927.343750ns	3828.125000ns
93	-22	0	4	0	1	0	212	26	5320.312500ns	392.968750ns
94	-22	0	5	0	1	0	788	23	19717.968750ns	14397.656250ns
95	-22	0	6	0	1	0	793	31	19849.218750ns	131.250000ns
96	-22	0	7	0	1	0	812	24	20318.750000ns	469.531250ns
97	-22	0	8	0	1	0	844	31	21124.218750ns	805.468750ns
98	-22	0	9	0	1	0	908	27	22721.093750ns	1596.875000ns
99	-22	0	10	0	1	0	956	28	23921.875000ns	1200.781250ns
100	-22	0	11	0	1	0	986	27	24671.093750ns	749.218750ns
101	-22	0	12	0	1	0	1178	26	29470.312500ns	4799.218750ns
102	-22	0	13	0	1	0	1180	28	29521.875000ns	51.562500ns
103	-22	0	14	0	1	0	1188	27	29721.093750ns	199.218750ns
104	-22	0	15	0	1	0	1362	28	34071.875000ns	4350.781250ns
105	-22	0	16	0	1	0	1386	24	34668.750000ns	596.875000ns
106	-22	0	17	0	1	0	1452	30	36323.437500ns	1654.687500ns
107	-22	0	18	0	1	0	1668	27	41721.093750ns	5397.656250ns
108	-22	0	19	0	1	0	1761	26	44045.312500ns	2324.218750ns
109	-22	0	20	0	1	0	1780	29	44522.656250ns	477.343750ns
110	-22	0	21	0	1	0	1785	30	44648.437500ns	125.781250ns
111	-22	0	22	0	1	0	1888	1	47200.781250ns	2552.343750ns
112	-22	0	23	0	1	0	1911	28	47796.875000ns	596.093750ns
113	-22	1	0	0	1	0	90	26	2270.312500ns	
114	-22	1	1	0	1	0	371	22	9292.187500ns	7021.875000ns
115	-22	1	2	0	1	0	410	25	10269.531250ns	977.343750ns
116	-22	1	3	0	1	0	419	0	10475.000000ns	205.468750ns
117	-22	1	4	0	1	0	538	28	13471.875000ns	2996.875000ns
118	-22	1	5	0	1	0	635	0	15875.000000ns	2403.125000ns
119	-22	1	6	0	1	0	789	30	19748.437500ns	3873.437500ns
120	-22	1	7	0	1	0	975	31	24399.218750ns	4650.781250ns
121	-22	1	8	0	1	0	978	31	24474.218750ns	75.000000ns
122	-22	1	9	0	1	0	1058	29	26472.656250ns	1998.437500ns
123	-22	1	10	0	1	0	1114	25	27869.531250ns	1396.875000ns
124	-22	1	11	0	1	0	1173	31	29349.218750ns	1479.687500ns
125	-22	1	12	0	1	0	1362	24	34068.750000ns	4719.531250ns
126	-22	1	13	0	1	0	1621	29	40547.656250ns	6478.906250ns
127	-22	1	14	0	1	0	1674	28	41871.875000ns	1324.218750ns
128	-22	1	15	0	1	0	1725	28	43146.875000ns	1275.000000ns
129	-22	1	16	0	1	0	1733	28	43346.875000ns	200.000000ns
130	-22	1	17	0	1	0	1827	2	45676.562500ns	2329.687500ns
131	-22	1	18	0	1	0	1922	26	48070.312500ns	2393.750000ns
132	-22	2	0	0	1	0	2	29	72.656250ns	
133	-22	2	1	0	1	0	11	22	292.187500ns	219.531250ns
134	-22	2	2	0	1	0	70	2	1751.562500ns	1459.375000ns
135	-22	2	3	0	1	0	221	23	5542.968750ns	3791.406250ns
136	-22	2	4	0	1	0	224	1	5600.781250ns	57.812500ns
137	-22	2	5	0	1	0	397	18	9939.062500ns	4338.281250ns
138	-22	2	6	0	1	0	409	27	10246.093750ns	307.031250ns
139	-22	2	7	0	1	0	450	28	11271.875000ns	1025.781250ns
140	-22	2	8	0	1	0	605	31	15149.218750ns	3877.343750ns
141	-22	2	9	0	1	0	818	30	20473.437500ns	5324.218750ns
142	-22	2	10	0	1	0	842	29	21072.656250ns	599.218750ns
143	-22	2	11	0	1	0	843	26	21095.312500ns	22.656250ns
144	-22	2	12	0	1	0	989	20	24740.625000ns	3645.312500ns
145	-22	2	13	0	1	0	1075	0	26875.000000ns	2134.375000ns
146	-22	2	14	0	1	0	1181	28	29546.875000ns	2671.875000ns
147	-22	2	15	0	1	0	1341	29	33547.656250ns	4000.781250ns
148	-22	2	16	0	1	0	1389	26	34745.312500ns	1197.656250ns
149	-22	2	17	0	1	0	1394	30	34873.437500ns	128.125000ns
150	-22	2	18	0	1	0	1741	31	43549.218750ns	8675.781250ns
151	-22	2	19	0	1	0	1759	27	43996.093750ns	446.875000ns
152	-22	2	20	0	1	0	1933	30	48348.437500ns	4352.343750ns
153	-22	2	21	0	1	0	1994	29	49872.656250ns	1524.218750ns
154	-22	3	0	0	1	0	7	27	196.093750ns	
155	-22	3	1	0	1	0	20	29	522.656250ns	326.562500ns
156	-22	3	2	0	1	0	149	23	3742.968750ns	3220.312500ns
157	-22	3	3	0	1	0	151	31	3799.218750ns	56.250000ns
158	-22	3	4	0	1	0	212	30	5323.437500ns	1524.218750ns
159	-22	3	5	0	1	0	224	23	5617.968750ns	294.531250ns
160	-22	3	6	0	1	0	229	19	5739.843750ns	121.875000ns
161	-22	3	7	0	1	0	399	29	9997.656250ns	4257.812500ns
162	-22	3	8	0	1	0	447	27	11196.093750ns	1198.437500ns
163	-22	3	9	0	1	0	719	29	17997.656250ns	6801.562500ns
164	-22	3	10	0	1	0	743	27	18596.093750ns	598.437500ns
165	-22	3	11	0	1	0	786	24	19668.750000ns	1072.656250ns
166	-22	3	12	0	1	0	832	1	20800.781250ns	1132.031250ns
167	-22	3	13	0	1	0	915	2	22876.562500ns	2075.781250ns
168	-22	3	14	0	1	0	981	26	24545.312500ns	1668.750000ns
169	-22	3	15	0	1	0	1019	2	25476.562500ns	931.250000ns
170	-22	3	16	0	1	0	1119	30	27998.437500ns	2521.875000ns
171	-22	3	17	0	1	0	1170	25	29269.531250ns	1271.093750ns
172	-22	3	18	0	1	0	1175	25	29394.531250ns	125.000000ns
173	-22	3	19	0	1	0	1354	27	33871.093750ns	4476.562500ns
174	-22	3	20	0	1	0	1365	24	34143.750000ns	272.656250ns
175	-22	3	21	0	1	0	1375	29	34397.656250ns	253.906250ns
176	-22	3	22	0	1	0	1378	23	34467.968750ns	70.312500ns
177	-22	3	23	0	1	0	1385	28	34646.875000ns	178.906250ns
178	-22	3	24	0	1	0	1415	30	35398.437500ns	751.562500ns
179	-22	3	25	0	1	0	1533	28	38346.875000ns	2948.437500ns
180	-22	3	26	0	1	0	1547	4	38678.125000ns	331.250000ns
181	-22	3	27	0	1	0	1575	28	39396.875000ns	718.750000ns
182	-22	3	28	0	1	0	1714	30	42873.437500ns	3476.562500ns
183	-22	3	29	0	1	0	1767	24	44193.750000ns	1320.312500ns
184	-22	3	30	0	1	0	1813	30	45348.437500ns	1154.687500ns
185	-22	3	31	0	1	0	1896	2	47401.562500ns	2053.125000ns
186	-22	3	32	0	1	0	1975	27	49396.093750ns	1994.531250ns
187	-22	3	33	0	1	0	1983	31	49599.218750ns	203.125000ns
188	-22	3	34	0	1	0	1989	26	49745.312500ns	146.093750ns
189	-22	4	0	0	1	0	238	27	5971.093750ns	
190	-22	4	1	0	1	0	297	28	7446.875000ns	1475.781250ns
191	-22	4	2	0	1	0	309	7	7730.468750ns	283.593750ns
192	-22	4	3	0	1	0	420	27	10521.093750ns	2790.625000ns
193	-22	4	4	0	1	0	422	28	10571.875000ns	50.781250ns
194	-22	4	5	0	1	0	697	26	17445.312500ns	6873.437500ns
195	-22	4	6	0	1	0	791	19	19789.843750ns	2344.531250ns
196	-22	4	7	0	1	0	825	30	20648.437500ns	858.593750ns
197	-22	4	8	0	1	0	873	31	21849.218750ns	1200.781250ns
198	-22	4	9	0	1	0	911	27	22796.093750ns	946.875000ns
199	-22	4	10	0	1	0	1193	26	29845.312500ns	7049.218750ns
200	-22	4	11	0	1	0	1361	31	34049.218750ns	4203.906250ns
201	-22	4	12	0	1	0	1369	25	34244.531250ns	195.312500ns
202	-22	4	13	0	1	0	1593	30	39848.437500ns	5603.906250ns
203	-22	4	14	0	1	0	1600	3	40002.343750ns	153.906250ns
204	-22	4	15	0	1	0	1665	27	41646.093750ns	1643.750000ns
205	-22	4	16	0	1	0	1769	25	44244.531250ns	2598.437500ns
206	-22	4	17	0	1	0	1788	29	44722.656250ns	478.125000ns
207	-22	4	18	0	1	0	1820	30	45523.437500ns	800.781250ns
208	-22	4	19	0	1	0	1861	0	46525.000000ns	1001.562500ns
209	-22	4	20	0	1	0	1949	0	48725.000000ns	2200.000000ns
210	-22	4	21	0	1	0	1953	28	48846.875000ns	121.875000ns
211	-22	4	22	0	1	0	1961	24	49043.750000ns	196.875000ns
212	-20	0	0	0	1	0	114	29	2872.656250ns	
213	-20	0	1	0	1	0	127	25	3194.531250ns	321.875000ns
214	-20	0	2	0	1	0	157	24	3943.750000ns	749.218750ns
215	-20	0	3	0	1	0	229	25	5744.531250ns	1800.781250ns
216	-20	0	4	0	1	0	394	0	9850.000000ns	4105.468750ns
217	-20	0	5	0	1	0	404	29	10122.656250ns	272.656250ns
218	-20	0	6	0	1	0	406	28	10171.875000ns	49.218750ns
219	-20	0	7	0	1	0	423	26	10595.312500ns	423.437500ns
220	-20	0	8	0	1	0	623	25	15594.531250ns	4999.218750ns
221	-20	0	9	0	1	0	706	30	17673.437500ns	2078.906250ns
222	-20	0	10	0	1	0	743	31	18599.218750ns	925.781250ns
223	-20	0	11	0	1	0	791	28	19796.875000ns	1197.656250ns
224	-20	0	12	0	1	0	826	25	20669.531250ns	872.656250ns
225	-20	0	13	0	1	0	871	29	21797.656250ns	1128.125000ns
226	-20	0	14	0	1	0	1226	30	30673.437500ns	8875.781250ns
227	-20	0	15	0	1	0	1282	28	32071.875000ns	1398.437500ns
228	-20	0	16	0	1	0	1287	26	32195.312500ns	123.437500ns
229	-20	0	17	0	1	0	1368	26	34220.312500ns	2025.000000ns
230	-20	0	18	0	1	0	1395	2	34876.562500ns	656.250000ns
231	-20	0	19	0	1	0	1433	29	35847.656250ns	971.093750ns
232	-20	0	20	0	1	0	1573	22	39342.187500ns	3494.531250ns
233	-20	0	21	0	1	0	1578	23	39467.968750ns	125.781250ns
234	-20	0	22	0	1	0	1583	29	39597.656250ns	129.687500ns
235	-20	0	23	0	1	0	1643	0	41075.000000ns	1477.343750ns
236	-20	0	24	0	1	0	1671	29	41797.656250ns	722.656250ns
237	-20	0	25	0	1	0	1927	30	48198.437500ns	6400.781250ns
238	-20	1	0	0	1	0	8	31	224.218750ns	
239	-20	1	1	0	1	0	64	25	1619.531250ns	1395.312500ns
240	-20	1	2	0	1	0	111	0	2775.000000ns	1155.468750ns
241	-20	1	3	0	1	0	179	30	4498.437500ns	1723.437500ns
242	-20	1	4	0	1	0	182	1	4550.781250ns	52.343750ns
243	-20	1	5	0	1	0	206	16	5162.500000ns	611.718750ns
244	-20	1	6	0	1	0	272	31	6824.218750ns	1661.718750ns
245	-20	1	7	0	1	0	496	29	12422.656250ns	5598.437500ns
246	-20	1	8	0	1	0	528	29	13222.656250ns	800.000000ns
247	-20	1	9	0	1	0	568	24	14218.750000ns	996.093750ns
248	-20	1	10	0	1	0	590	21	14766.406250ns	547.656250ns
249	-20	1	11	0	1	0	593	2	14826.562500ns	60.156250ns
250	-20	1	12	0	1	0	648	26	16220.312500ns	1393.750000ns
251	-20	1	13	0	1	0	654	24	16368.750000ns	148.437500ns
252	-20	1	14	0	1	0	664	31	16624.218750ns	255.468750ns
253	-20	1	15	0	1	0	755	28	18896.875000ns	2272.656250ns
254	-20	1	16	0	1	0	769	0	19225.000000ns	328.125000ns
255	-20	1	17	0	1	0	785	31	19649.218750ns	424.218750ns
256	-20	1	18	0	1	0	798	27	19971.093750ns	321.875000ns
257	-20	1	19	0	1	0	800	27	20021.093750ns	50.000000ns
258	-20	1	20	0	1	0	827	29	20697.656250ns	676.562500ns
259	-20	1	21	0	1	0	929	1	23225.781250ns	2528.125000ns
260	-20	1	22	0	1	0	958	23	23967.968750ns	742.187500ns
261	-20	1	23	0	1	0	960	27	24021.093750ns	53.125000ns
262	-20	1	24	0	1	0	966	1	24150.781250ns	129.687500ns
263	-20	1	25	0	1	0	968	24	24218.750000ns	67.968750ns
264	-20	1	26	0	1	0	1025	3	25627.343750ns	1408.593750ns
265	-20	1	27	0	1	0	1067	26	26695.312500ns	1067.968750ns
266	-20	1	28	0	1	0	1073	3	26827.343750ns	132.031250ns
267	-20	1	29	0	1	0	1125	31	28149.218750ns	1321.875000ns
268	-20	1	30	0	1	0	1308	8	32706.250000ns	4557.031250ns
269	-20	1	31	0	1	0	1336	31	33424.218750ns	717.968750ns
270	-20	1	32	0	1	0	1339	24	33493.750000ns	69.531250ns
271	-20	1	33	0	1	0	1341	29	33547.656250ns	53.906250ns
272	-20	1	34	0	1	0	1358	23	33967.968750ns	420.312500ns
273	-20	1	35	0	1	0	1360	31	34024.218750ns	56.250000ns
274	-20	1	36	0	1	0	1456	28	36421.875000ns	2397.656250ns
275	-20	1	37	0	1	0	1464	28	36621.875000ns	200.000000ns
276	-20	1	38	0	1	0	1528	23	38217.968750ns	1596.093750ns
277	-20	1	39	0	1	0	1544	28	38621.875000ns	403.906250ns
278	-20	1	40	0	1	0	1552	30	38823.437500ns	201.562500ns
279	-20	1	41	0	1	0	1568	31	39224.218750ns	400.781250ns
280	-20	1	42	0	1	0	1809	27	45246.093750ns	6021.875000ns
281	-20	1	43	0	1	0	1825	3	45627.343750ns	381.250000ns
282	-20	1	44	0	1	0	1827	25	45694.531250ns	67.187500ns
283	-20	1	45	0	1	0	1944	29	48622.656250ns	2928.125000ns
284	-20	2	0	0	1	0	116	1	2900.781250ns	
285	-20	2	1	0	1	0	161	25	4044.531250ns	1143.750000ns
286	-20	2	2	0	1	0	164	1	4100.781250ns	56.250000ns
287	-20	2	3	0	1	0	198	26	4970.312500ns	869.531250ns
288	-20	2	4	0	1	0	217	26	5445.312500ns	475.000000ns
289	-20	2	5	0	1	0	267	28	6696.875000ns	1251.562500ns
290	-20	2	6	0	1	0	291	28	7296.875000ns	600.000000ns
291	-20	2	7	0	1	0	379	21	9491.406250ns	2194.531250ns
292	-20	2	8	0	1	0	396	29	9922.656250ns	431.250000ns
293	-20	2	9	0	1	0	459	29	11497.656250ns	1575.000000ns
294	-20	2	10	0	1	0	500	28	12521.875000ns	1024.218750ns
295	-20	2	11	0	1	0	537	24	13443.750000ns	921.875000ns
296	-20	2	12	0	1	0	587	30	14698.437500ns	1254.687500ns
297	-20	2	13	0	1	0	611	25	15294.531250ns	596.093750ns
298	-20	2	14	0	1	0	635	30	15898.437500ns	603.906250ns
299	-20	2	15	0	1	0	716	0	17900.000000ns	2001.562500ns
300	-20	2	16	0	1	0	780	0	19500.000000ns	1600.000000ns
301	-20	2	17	0	1	0	782	23	19567.968750ns	67.968750ns
302	-20	2	18	0	1	0	786	27	19671.093750ns	103.125000ns
303	-20	2	19	0	1	0	907	31	22699.218750ns	3028.125000ns
304	-20	2	20	0	1	0	915	31	22899.218750ns	200.000000ns
305	-20	2	21	0	1	0	1086	30	27173.437500ns	4274.218750ns
306	-20	2	22	0	1	0	1110	30	27773.437500ns	600.000000ns
307	-20	2	23	0	1	0	1168	29	29222.656250ns	1449.218750ns
308	-20	2	24	0	1	0	1171	30	29298.437500ns	75.781250ns
309	-20	2	25	0	1	0	1262	25	31569.531250ns	2271.093750ns
310	-20	2	26	0	1	0	1344	27	33621.093750ns	2051.562500ns
311	-20	2	27	0	1	0	1366	27	34171.093750ns	550.000000ns
312	-20	2	28	0	1	0	1398	27	34971.093750ns	800.000000ns
313	-20	2	29	0	1	0	1443	28	36096.875000ns	1125.781250ns
314	-20	2	30	0	1	0	1460	1	36500.781250ns	403.906250ns
315	-20	2	31	0	1	0	1537	20	38440.625000ns	1939.843750ns
316	-20	2	32	0	1	0	1542	26	38570.312500ns	129.687500ns
317	-20	2	33	0	1	0	1558	30	38973.437500ns	403.125000ns
318	-20	2	34	0	1	0	1576	27	39421.093750ns	447.656250ns
319	-20	2	35	0	1	0	1598	29	39972.656250ns	551.562500ns
320	-20	2	36	0	1	0	1671	3	41777.343750ns	1804.687500ns
321	-20	2	37	0	1	0	1742	31	43574.218750ns	1796.875000ns
322	-20	2	38	0	1	0	1750	21	43766.406250ns	192.187500ns
323	-20	2	39	0	1	0	1806	27	45171.093750ns	1404.687500ns
324	-20	2	40	0	1	0	1857	26	46445.312500ns	1274.218750ns
325	-20	2	41	0	1	0	1873	26	46845.312500ns	400.000000ns
326	-20	2	42	0	1	0	1927	6	48179.687500ns	1334.375000ns
327	-20	2	43	0	1	0	1939	22	48492.187500ns	312.500000ns
328	-20	3	0	0	1	0	6	29	172.656250ns	
329	-20	3	1	0	1	0	174	26	4370.312500ns	4197.656250ns
330	-20	3	2	0	1	0	177	0	4425.000000ns	54.687500ns
331	-20	3	3	0	1	0	182	24	4568.750000ns	143.750000ns
332	-20	3	4	0	1	0	190	31	4774.218750ns	205.468750ns
333	-20	3	5	0	1	0	217	30	5448.437500ns	674.218750ns
334	-20	3	6	0	1	0	238	28	5971.875000ns	523.437500ns
335	-20	3	7	0	1	0	241	29	6047.656250ns	75.781250ns
336	-20	3	8	0	1	0	437	0	10925.000000ns	4877.343750ns
337	-20	3	9	0	1	0	438	30	10973.437500ns	48.437500ns
338	-20	3	10	0	1	0	465	28	11646.875000ns	673.437500ns
339	-20	3	11	0	1	0	468	28	11721.875000ns	75.000000ns
340	-20	3	12	0	1	0	498	1	12450.781250ns	728.906250ns
341	-20	3	13	0	1	0	574	25	14369.531250ns	1918.750000ns
342	-20	3	14	0	1	0	678	29	16972.656250ns	2603.125000ns
343	-20	3	15	0	1	0	681	25	17044.531250ns	71.875000ns
344	-20	3	16	0	1	0	703	2	17576.562500ns	532.031250ns
345	-20	3	17	0	1	0	740	27	18521.093750ns	944.531250ns
346	-20	3	18	0	1	0	846	29	21172.656250ns	2651.562500ns
347	-20	3	19	0	1	0	934	31	23374.218750ns	2201.562500ns
348	-20	3	20	0	1	0	978	28	24471.875000ns	1097.656250ns
349	-20	3	21	0	1	0	1150	30	28773.437500ns	4301.562500ns
350	-20	3	22	0	1	0	1153	26	28845.312500ns	71.875000ns
351	-20	3	23	0	1	0	1155	29	28897.656250ns	52.343750ns
352	-20	3	24	0	1	0	1158	24	28968.750000ns	71.093750ns
353	-20	3	25	0	1	0	1163	30	29098.437500ns	129.687500ns
354	-20	3	26	0	1	0	1164	29	29122.656250ns	24.218750ns
355	-20	3	27	0	1	0	1173	1	29325.781250ns	203.125000ns
356	-20	3	28	0	1	0	1295	2	32376.562500ns	3050.781250ns
357	-20	3	29	0	1	0	1316	27	32921.093750ns	544.531250ns
358	-20	3	30	0	1	0	1345	25	33644.531250ns	723.437500ns
359	-20	3	31	0	1	0	1398	28	34971.875000ns	1327.343750ns
360	-20	3	32	0	1	0	1553	31	38849.218750ns	3877.343750ns
361	-20	3	33	0	1	0	1635	29	40897.656250ns	2048.437500ns
362	-20	3	34	0	1	0	1686	30	42173.437500ns	1275.781250ns
363	-20	3	35	0	1	0	1738	5	43453.906250ns	1280.468750ns
364	-20	3	36	0	1	0	1785	25	44644.531250ns	1190.625000ns
365	-20	3	37	0	1	0	1846	26	46170.312500ns	1525.781250ns
366	-20	3	38	0	1	0	1854	29	46372.656250ns	202.343750ns
367	-20	3	39	0	1	0	1881	25	47044.531250ns	671.875000ns
368	-20	3	40	0	1	0	1891	28	47296.875000ns	252.343750ns
369	-20	3	41	0	1	0	1990	26	49770.312500ns	2473.437500ns
370	-20	4	0	0	1	0	48	21	1216.406250ns	
371	-20	4	1	0	1	0	59	1	1475.781250ns	259.375000ns
372	-20	4	2	0	1	0	69	27	1746.093750ns	270.312500ns
373	-20	4	3	0	1	0	161	1	4025.781250ns	2279.687500ns
374	-20	4	4	0	1	0	202	25	5069.531250ns	1043.750000ns
375	-20	4	5	0	1	0	221	30	5548.437500ns	478.906250ns
376	-20	4	6	0	1	0	362	29	9072.656250ns	3524.218750ns
377	-20	4	7	0	1	0	380	29	9522.656250ns	450.000000ns
378	-20	4	8	0	1	0	383	29	9597.656250ns	75.000000ns
379	-20	4	9	0	1	0	389	31	9749.218750ns	151.562500ns
380	-20	4	10	0	1	0	405	28	10146.875000ns	397.656250ns
381	-20	4	11	0	1	0	408	19	10214.843750ns	67.968750ns
382	-20	4	12	0	1	0	410	23	10267.968750ns	53.125000ns
383	-20	4	13	0	1	0	426	31	10674.218750ns	406.250000ns
384	-20	4	14	0	1	0	483	6	12079.687500ns	1405.468750ns
385	-20	4	15	0	1	0	506	25	12669.531250ns	589.843750ns
386	-20	4	16	0	1	0	610	29	15272.656250ns	2603.125000ns
387	-20	4	17	0	1	0	615	29	15397.656250ns	125.000000ns
388	-20	4	18	0	1	0	786	23	19667.968750ns	4270.312500ns
389	-20	4	19	0	1	0	791	31	19799.218750ns	131.250000ns
390	-20	4	20	0	1	0	1002	27	25071.093750ns	5271.875000ns
391	-20	4	21	0	1	0	1011	24	25293.750000ns	222.656250ns
392	-20	4	22	0	1	0	1013	27	25346.093750ns	52.343750ns
393	-20	4	23	0	1	0	1034	25	25869.531250ns	523.437500ns
394	-20	4	24	0	1	0	1176	29	29422.656250ns	3553.125000ns
395	-20	4	25	0	1	0	1186	28	29671.875000ns	249.218750ns
396	-20	4	26	0	1	0	1221	21	30541.406250ns	869.531250ns
397	-20	4	27	0	1	0	1461	25	36544.531250ns	6003.125000ns
398	-20	4	28	0	1	0	1510	0	37750.000000ns	1205.468750ns
399	-20	4	29	0	1	0	1515	5	37878.906250ns	128.906250ns
400	-20	4	30	0	1	0	1541	29	38547.656250ns	668.750000ns
401	-20	4	31	0	1	0	1563	0	39075.000000ns	527.343750ns
402	-20	4	32	0	1	0	1589	28	39746.875000ns	671.875000ns
403	-20	4	33	0	1	0	1752	2	43801.562500ns	4054.687500ns
404	-20	4	34	0	1	0	1754	27	43871.093750ns	69.531250ns
