#thit	thr	eventID	hit#	channel	edge	error	coarse	fine	time
10772	-12	948	54	0	1	0	836	21	20916.406250ns
10773	-12	948	55	0	1	0	839	1	20975.781250ns
10774	-12	948	56	0	1	0	841	2	21026.562500ns
10775	-12	948	57	0	1	0	843	24	21093.750000ns
10776	-12	948	58	0	1	0	846	8	21156.250000ns
10777	-12	948	59	0	1	0	868	7	21705.468750ns
10778	-12	948	60	0	1	0	875	10	21882.812500ns
10779	-12	948	61	0	1	0	878	7	21955.468750ns
10780	-12	948	62	0	1	0	880	10	22007.812500ns
10781	-12	948	63	0	1	0	881	13	22035.156250ns
10782	-12	948	64	0	1	0	885	6	22129.687500ns
10783	-12	948	65	0	1	0	887	21	22191.406250ns
10784	-12	948	66	0	1	0	890	1	22250.781250ns
10785	-12	948	67	0	1	0	892	12	22309.375000ns
10786	-12	948	68	0	1	0	929	13	23235.156250ns
10787	-12	949	0	0	1	0	11	1	275.781250ns
10788	-12	949	1	0	1	0	13	13	335.156250ns
10789	-12	949	2	0	1	0	15	30	398.437500ns
10790	-12	949	3	0	1	0	18	20	465.625000ns
10791	-12	949	4	0	1	0	20	22	517.187500ns
10792	-12	949	5	0	1	0	23	9	582.031250ns
10793	-12	949	6	0	1	0	25	16	637.500000ns
10794	-12	949	7	0	1	0	61	21	1541.406250ns
10795	-12	949	8	0	1	0	66	11	1658.593750ns
10796	-12	949	9	0	1	0	69	12	1734.375000ns
10797	-12	949	10	0	1	0	71	14	1785.937500ns
10798	-12	949	11	0	1	0	76	5	1903.906250ns
10799	-12	949	12	0	1	0	81	4	2028.125000ns
10800	-12	949	13	0	1	0	83	30	2098.437500ns
10801	-12	949	14	0	1	0	96	10	2407.812500ns
10802	-12	949	15	0	1	0	99	0	2475.000000ns
10803	-12	949	16	0	1	0	101	8	2531.250000ns
10804	-12	949	17	0	1	0	106	9	2657.031250ns
10805	-12	949	18	0	1	0	170	4	4253.125000ns
10806	-12	949	19	0	1	0	172	7	4305.468750ns
10807	-12	949	20	0	1	0	174	27	4371.093750ns
10808	-12	949	21	0	1	0	177	10	4432.812500ns
10809	-12	949	22	0	1	0	179	12	4484.375000ns
10810	-12	949	23	0	1	0	187	7	4680.468750ns
10811	-12	949	24	0	1	0	189	6	4729.687500ns
10812	-12	949	25	0	1	0	191	29	4797.656250ns
10813	-12	949	26	0	1	0	194	11	4858.593750ns
10814	-12	949	27	0	1	0	229	10	5732.812500ns
10815	-12	949	28	0	1	0	246	13	6160.156250ns
10816	-12	949	29	0	1	0	249	17	6238.281250ns
10817	-12	949	30	0	1	0	254	6	6354.687500ns
10818	-12	949	31	0	1	0	259	0	6475.000000ns
10819	-12	949	32	0	1	0	263	27	6596.093750ns
10820	-12	949	33	0	1	0	271	8	6781.250000ns
10821	-12	949	34	0	1	0	344	2	8601.562500ns
10822	-12	949	35	0	1	0	348	6	8704.687500ns
10823	-12	949	36	0	1	0	359	25	8994.531250ns
10824	-12	949	37	0	1	0	362	4	9053.125000ns
10825	-12	949	38	0	1	0	364	29	9122.656250ns
10826	-12	949	39	0	1	0	367	14	9185.937500ns
10827	-12	949	40	0	1	0	376	0	9400.000000ns
10828	-12	949	41	0	1	0	378	27	9471.093750ns
10829	-12	949	42	0	1	0	381	5	9528.906250ns
10830	-12	949	43	0	1	0	383	8	9581.250000ns
10831	-12	949	44	0	1	0	386	15	9661.718750ns
10832	-12	949	45	0	1	0	389	1	9725.781250ns
10833	-12	949	46	0	1	0	391	4	9778.125000ns
10834	-12	949	47	0	1	0	493	21	12341.406250ns
10835	-12	949	48	0	1	0	496	15	12411.718750ns
10836	-12	949	49	0	1	0	499	18	12489.062500ns
10837	-12	949	50	0	1	0	503	11	12583.593750ns
10838	-12	949	51	0	1	0	505	29	12647.656250ns
10839	-12	949	52	0	1	0	508	29	12722.656250ns
10840	-12	949	53	0	1	0	521	11	13033.593750ns
10841	-12	949	54	0	1	0	523	17	13088.281250ns
10842	-12	949	55	0	1	0	525	29	13147.656250ns
10843	-12	949	56	0	1	0	528	28	13221.875000ns
10844	-12	949	57	0	1	0	531	8	13281.250000ns
10845	-12	949	58	0	1	0	540	30	13523.437500ns
10846	-12	949	59	0	1	0	544	5	13603.906250ns
10847	-12	949	60	0	1	0	551	10	13782.812500ns
10848	-12	949	61	0	1	0	554	1	13850.781250ns
10849	-12	949	62	0	1	0	555	2	13876.562500ns
10850	-12	949	63	0	1	0	569	1	14225.781250ns
10851	-12	949	64	0	1	0	570	5	14253.906250ns
10852	-12	949	65	0	1	0	573	1	14325.781250ns
10853	-12	949	66	0	1	0	576	7	14405.468750ns
10854	-12	949	67	0	1	0	579	16	14487.500000ns
10855	-12	949	68	0	1	0	619	29	15497.656250ns
10856	-12	949	69	0	1	0	977	3	24427.343750ns
10857	-12	950	0	0	1	0	12	4	303.125000ns
10858	-12	950	1	0	1	0	53	19	1339.843750ns
10859	-12	950	2	0	1	0	56	1	1400.781250ns
10860	-12	950	3	0	1	0	58	9	1457.031250ns
10861	-12	950	4	0	1	0	60	25	1519.531250ns
10862	-12	950	5	0	1	0	65	20	1640.625000ns
10863	-12	950	6	0	1	0	70	12	1759.375000ns
10864	-12	950	7	0	1	0	73	7	1830.468750ns
10865	-12	950	8	0	1	0	78	8	1956.250000ns
10866	-12	950	9	0	1	0	124	4	3103.125000ns
10867	-12	950	10	0	1	0	126	12	3159.375000ns
10868	-12	950	11	0	1	0	134	2	3351.562500ns
10869	-12	950	12	0	1	0	136	11	3408.593750ns
10870	-12	950	13	0	1	0	141	8	3531.250000ns
10871	-12	950	14	0	1	0	145	25	3644.531250ns
10872	-12	950	15	0	1	0	170	16	4262.500000ns
10873	-12	950	16	0	1	0	185	8	4631.250000ns
10874	-12	950	17	0	1	0	190	4	4753.125000ns
10875	-12	950	18	0	1	0	192	22	4817.187500ns
10876	-12	950	19	0	1	0	204	6	5104.687500ns
10877	-12	950	20	0	1	0	211	25	5294.531250ns
10878	-12	950	21	0	1	0	217	1	5425.781250ns
10879	-12	950	22	0	1	0	219	8	5481.250000ns
10880	-12	950	23	0	1	0	221	29	5547.656250ns
10881	-12	950	24	0	1	0	231	2	5776.562500ns
10882	-12	950	25	0	1	0	246	3	6152.343750ns
10883	-12	950	26	0	1	0	248	16	6212.500000ns
10884	-12	950	27	0	1	0	250	31	6274.218750ns
10885	-12	950	28	0	1	0	253	8	6331.250000ns
10886	-12	950	29	0	1	0	255	28	6396.875000ns
10887	-12	950	30	0	1	0	265	14	6635.937500ns
10888	-12	950	31	0	1	0	270	16	6762.500000ns
10889	-12	950	32	0	1	0	273	0	6825.000000ns
10890	-12	950	33	0	1	0	312	7	7805.468750ns
10891	-12	950	34	0	1	0	314	11	7858.593750ns
10892	-12	950	35	0	1	0	316	25	7919.531250ns
10893	-12	950	36	0	1	0	321	12	8034.375000ns
10894	-12	950	37	0	1	0	323	27	8096.093750ns
10895	-12	950	38	0	1	0	341	11	8533.593750ns
10896	-12	950	39	0	1	0	343	22	8592.187500ns
10897	-12	950	40	0	1	0	346	1	8650.781250ns
10898	-12	950	41	0	1	0	351	2	8776.562500ns
10899	-12	950	42	0	1	0	353	4	8828.125000ns
10900	-12	950	43	0	1	0	421	23	10542.968750ns
10901	-12	950	44	0	1	0	423	27	10596.093750ns
10902	-12	950	45	0	1	0	426	14	10660.937500ns
10903	-12	950	46	0	1	0	431	6	10779.687500ns
10904	-12	950	47	0	1	0	432	9	10807.031250ns
10905	-12	950	48	0	1	0	438	11	10958.593750ns
10906	-12	950	49	0	1	0	441	2	11026.562500ns
10907	-12	950	50	0	1	0	470	1	11750.781250ns
10908	-12	950	51	0	1	0	472	22	11817.187500ns
10909	-12	950	52	0	1	0	475	7	11880.468750ns
10910	-12	950	53	0	1	0	477	10	11932.812500ns
10911	-12	950	54	0	1	0	487	3	12177.343750ns
10912	-12	950	55	0	1	0	489	10	12232.812500ns
10913	-12	950	56	0	1	0	499	10	12482.812500ns
10914	-12	950	57	0	1	0	500	18	12514.062500ns
10915	-12	950	58	0	1	0	501	25	12544.531250ns
10916	-12	950	59	0	1	0	504	3	12602.343750ns
10917	-12	950	60	0	1	0	509	6	12729.687500ns
10918	-12	950	61	0	1	0	549	14	13735.937500ns
10919	-12	950	62	0	1	0	553	1	13825.781250ns
10920	-12	950	63	0	1	0	555	10	13882.812500ns
10921	-12	950	64	0	1	0	558	2	13951.562500ns
10922	-12	950	65	0	1	0	563	2	14076.562500ns
10923	-12	950	66	0	1	0	572	5	14303.906250ns
10924	-12	950	67	0	1	0	575	4	14378.125000ns
10925	-12	950	68	0	1	0	616	14	15410.937500ns
10926	-12	950	69	0	1	0	832	29	20822.656250ns
10927	-8	951	0	0	1	0	16	10	407.812500ns
10928	-8	951	1	0	1	0	19	10	482.812500ns
10929	-8	951	2	0	1	0	23	7	580.468750ns
10930	-8	951	3	0	1	0	26	10	657.812500ns
10931	-8	951	4	0	1	0	29	7	730.468750ns
10932	-8	951	5	0	1	0	76	1	1900.781250ns
10933	-8	951	6	0	1	0	78	11	1958.593750ns
10934	-8	951	7	0	1	0	80	27	2021.093750ns
10935	-8	951	8	0	1	0	81	30	2048.437500ns
10936	-8	951	9	0	1	0	82	29	2072.656250ns
10937	-8	951	10	0	1	0	84	29	2122.656250ns
10938	-8	951	11	0	1	0	88	8	2206.250000ns
10939	-8	951	12	0	1	0	90	7	2255.468750ns
10940	-8	951	13	0	1	0	114	20	2865.625000ns
10941	-8	951	14	0	1	0	117	7	2930.468750ns
10942	-8	951	15	0	1	0	119	11	2983.593750ns
10943	-8	951	16	0	1	0	124	6	3104.687500ns
10944	-8	951	17	0	1	0	127	6	3179.687500ns
10945	-8	951	18	0	1	0	146	26	3670.312500ns
10946	-8	951	19	0	1	0	148	27	3721.093750ns
10947	-8	951	20	0	1	0	151	0	3775.000000ns
10948	-8	951	21	0	1	0	153	5	3828.906250ns
10949	-8	951	22	0	1	0	156	2	3901.562500ns
10950	-8	951	23	0	1	0	168	8	4206.250000ns
10951	-8	951	24	0	1	0	175	13	4385.156250ns
10952	-8	951	25	0	1	0	177	27	4446.093750ns
10953	-8	951	26	0	1	0	179	3	4477.343750ns
10954	-8	951	27	0	1	0	180	3	4502.343750ns
10955	-8	951	28	0	1	0	183	5	4578.906250ns
10956	-8	951	29	0	1	0	186	9	4657.031250ns
10957	-8	951	30	0	1	0	189	6	4729.687500ns
10958	-8	951	31	0	1	0	197	5	4928.906250ns
10959	-8	951	32	0	1	0	199	23	4992.968750ns
10960	-8	951	33	0	1	0	202	1	5050.781250ns
10961	-8	951	34	0	1	0	206	25	5169.531250ns
10962	-8	951	35	0	1	0	210	28	5271.875000ns
10963	-8	951	36	0	1	0	214	4	5353.125000ns
10964	-8	951	37	0	1	0	348	2	8701.562500ns
10965	-8	951	38	0	1	0	353	1	8825.781250ns
10966	-8	951	39	0	1	0	354	4	8853.125000ns
10967	-8	951	40	0	1	0	357	21	8941.406250ns
10968	-8	951	41	0	1	0	362	23	9067.968750ns
10969	-8	951	42	0	1	0	364	29	9122.656250ns
10970	-8	951	43	0	1	0	367	12	9184.375000ns
10971	-8	951	44	0	1	0	370	2	9251.562500ns
10972	-8	951	45	0	1	0	372	6	9304.687500ns
10973	-8	951	46	0	1	0	377	5	9428.906250ns
10974	-8	951	47	0	1	0	379	25	9494.531250ns
10975	-8	951	48	0	1	0	382	0	9550.000000ns
10976	-8	951	49	0	1	0	384	2	9601.562500ns
10977	-8	951	50	0	1	0	387	0	9675.000000ns
10978	-8	951	51	0	1	0	408	24	10218.750000ns
10979	-8	951	52	0	1	0	411	9	10282.031250ns
10980	-8	951	53	0	1	0	413	12	10334.375000ns
10981	-8	951	54	0	1	0	417	12	10434.375000ns
10982	-8	951	55	0	1	0	484	5	12103.906250ns
10983	-8	951	56	0	1	0	487	9	12182.031250ns
10984	-8	951	57	0	1	0	489	16	12237.500000ns
10985	-8	951	58	0	1	0	491	17	12288.281250ns
10986	-8	951	59	0	1	0	493	25	12344.531250ns
10987	-8	951	60	0	1	0	495	3	12377.343750ns
10988	-8	951	61	0	1	0	552	18	13814.062500ns
10989	-8	951	62	0	1	0	556	2	13901.562500ns
10990	-8	951	63	0	1	0	559	0	13975.000000ns
10991	-8	951	64	0	1	0	562	2	14051.562500ns
10992	-8	951	65	0	1	0	567	3	14177.343750ns
10993	-8	951	66	0	1	0	572	9	14307.031250ns
10994	-8	951	67	0	1	0	574	8	14356.250000ns
10995	-8	951	68	0	1	0	611	4	15278.125000ns
10996	-8	951	69	0	1	0	903	2	22576.562500ns
10997	-8	952	0	0	1	0	79	6	1979.687500ns
10998	-8	952	1	0	1	0	82	1	2050.781250ns
10999	-8	952	2	0	1	0	84	6	2104.687500ns
11000	-8	952	3	0	1	0	89	3	2227.343750ns
11001	-8	952	4	0	1	0	92	3	2302.343750ns
11002	-8	952	5	0	1	0	96	15	2411.718750ns
11003	-8	952	6	0	1	0	101	1	2525.781250ns
11004	-8	952	7	0	1	0	103	2	2576.562500ns
11005	-8	952	8	0	1	0	106	4	2653.125000ns
11006	-8	952	9	0	1	0	108	5	2703.906250ns
11007	-8	952	10	0	1	0	112	10	2807.812500ns
11008	-8	952	11	0	1	0	115	29	2897.656250ns
11009	-8	952	12	0	1	0	118	3	2952.343750ns
11010	-8	952	13	0	1	0	120	11	3008.593750ns
11011	-8	952	14	0	1	0	122	12	3059.375000ns
11012	-8	952	15	0	1	0	125	10	3132.812500ns
11013	-8	952	16	0	1	0	142	3	3552.343750ns
11014	-8	952	17	0	1	0	144	15	3611.718750ns
11015	-8	952	18	0	1	0	147	9	3682.031250ns
11016	-8	952	19	0	1	0	149	19	3739.843750ns
11017	-8	952	20	0	1	0	154	21	3866.406250ns
11018	-8	952	21	0	1	0	201	8	5031.250000ns
11019	-8	952	22	0	1	0	203	31	5099.218750ns
11020	-8	952	23	0	1	0	206	4	5153.125000ns
11021	-8	952	24	0	1	0	207	9	5182.031250ns
11022	-8	952	25	0	1	0	208	6	5204.687500ns
11023	-8	952	26	0	1	0	210	16	5262.500000ns
11024	-8	952	27	0	1	0	215	6	5379.687500ns
11025	-8	952	28	0	1	0	219	28	5496.875000ns
11026	-8	952	29	0	1	0	223	6	5579.687500ns
11027	-8	952	30	0	1	0	288	5	7203.906250ns
11028	-8	952	31	0	1	0	291	10	7282.812500ns
11029	-8	952	32	0	1	0	296	22	7417.187500ns
11030	-8	952	33	0	1	0	301	16	7537.500000ns
11031	-8	952	34	0	1	0	303	25	7594.531250ns
11032	-8	952	35	0	1	0	305	30	7648.437500ns
11033	-8	952	36	0	1	0	307	7	7680.468750ns
11034	-8	952	37	0	1	0	308	11	7708.593750ns
11035	-8	952	38	0	1	0	340	6	8504.687500ns
11036	-8	952	39	0	1	0	345	9	8632.031250ns
11037	-8	952	40	0	1	0	346	13	8660.156250ns
11038	-8	952	41	0	1	0	347	12	8684.375000ns
11039	-8	952	42	0	1	0	355	3	8877.343750ns
11040	-8	952	43	0	1	0	357	7	8930.468750ns
11041	-8	952	44	0	1	0	362	4	9053.125000ns
11042	-8	952	45	0	1	0	363	11	9083.593750ns
11043	-8	952	46	0	1	0	364	8	9106.250000ns
11044	-8	952	47	0	1	0	365	13	9135.156250ns
11045	-8	952	48	0	1	0	374	2	9351.562500ns
11046	-8	952	49	0	1	0	377	2	9426.562500ns
11047	-8	952	50	0	1	0	402	8	10056.250000ns
11048	-8	952	51	0	1	0	405	8	10131.250000ns
11049	-8	952	52	0	1	0	407	9	10182.031250ns
11050	-8	952	53	0	1	0	413	6	10329.687500ns
11051	-8	952	54	0	1	0	415	21	10391.406250ns
11052	-8	952	55	0	1	0	417	22	10442.187500ns
11053	-8	952	56	0	1	0	420	23	10517.968750ns
11054	-8	952	57	0	1	0	422	29	10572.656250ns
11055	-8	952	58	0	1	0	430	3	10752.343750ns
11056	-8	952	59	0	1	0	432	22	10817.187500ns
11057	-8	952	60	0	1	0	435	12	10884.375000ns
11058	-8	952	61	0	1	0	437	18	10939.062500ns
11059	-8	952	62	0	1	0	439	25	10994.531250ns
11060	-8	952	63	0	1	0	442	6	11054.687500ns
11061	-8	952	64	0	1	0	522	31	13074.218750ns
11062	-8	952	65	0	1	0	525	2	13126.562500ns
11063	-8	952	66	0	1	0	527	29	13197.656250ns
11064	-8	952	67	0	1	0	530	2	13251.562500ns
11065	-8	952	68	0	1	0	579	9	14482.031250ns
11066	-8	952	69	0	1	0	811	13	20285.156250ns
11067	-8	953	0	0	1	0	18	8	456.250000ns
11068	-8	953	1	0	1	0	23	29	597.656250ns
11069	-8	953	2	0	1	0	26	5	653.906250ns
11070	-8	953	3	0	1	0	28	5	703.906250ns
11071	-8	953	4	0	1	0	29	4	728.125000ns
11072	-8	953	5	0	1	0	35	27	896.093750ns
11073	-8	953	6	0	1	0	39	1	975.781250ns
11074	-8	953	7	0	1	0	40	6	1004.687500ns
11075	-8	953	8	0	1	0	41	2	1026.562500ns
11076	-8	953	9	0	1	0	42	3	1052.343750ns
11077	-8	953	10	0	1	0	43	3	1077.343750ns
11078	-8	953	11	0	1	0	46	1	1150.781250ns
11079	-8	953	12	0	1	0	49	2	1226.562500ns
11080	-8	953	13	0	1	0	53	4	1328.125000ns
11081	-8	953	14	0	1	0	55	3	1377.343750ns
11082	-8	953	15	0	1	0	58	6	1454.687500ns
11083	-8	953	16	0	1	0	61	0	1525.000000ns
11084	-8	953	17	0	1	0	63	10	1582.812500ns
11085	-8	953	18	0	1	0	67	30	1698.437500ns
11086	-8	953	19	0	1	0	70	0	1750.000000ns
11087	-8	953	20	0	1	0	82	10	2057.812500ns
11088	-8	953	21	0	1	0	84	12	2109.375000ns
11089	-8	953	22	0	1	0	87	24	2193.750000ns
11090	-8	953	23	0	1	0	91	8	2281.250000ns
11091	-8	953	24	0	1	0	94	6	2354.687500ns
11092	-8	953	25	0	1	0	96	11	2408.593750ns
11093	-8	953	26	0	1	0	99	13	2485.156250ns
11094	-8	953	27	0	1	0	103	28	2596.875000ns
11095	-8	953	28	0	1	0	106	30	2673.437500ns
11096	-8	953	29	0	1	0	109	2	2726.562500ns
11097	-8	953	30	0	1	0	111	14	2785.937500ns
11098	-8	953	31	0	1	0	116	29	2922.656250ns
11099	-8	953	32	0	1	0	119	14	2985.937500ns
11100	-8	953	33	0	1	0	136	14	3410.937500ns
11101	-8	953	34	0	1	0	139	13	3485.156250ns
11102	-8	953	35	0	1	0	141	19	3539.843750ns
11103	-8	953	36	0	1	0	144	16	3612.500000ns
11104	-8	953	37	0	1	0	146	27	3671.093750ns
11105	-8	953	38	0	1	0	149	9	3732.031250ns
11106	-8	953	39	0	1	0	150	14	3760.937500ns
11107	-8	953	40	0	1	0	153	17	3838.281250ns
11108	-8	953	41	0	1	0	156	29	3922.656250ns
11109	-8	953	42	0	1	0	159	31	3999.218750ns
11110	-8	953	43	0	1	0	196	8	4906.250000ns
11111	-8	953	44	0	1	0	199	6	4979.687500ns
11112	-8	953	45	0	1	0	202	6	5054.687500ns
11113	-8	953	46	0	1	0	205	6	5129.687500ns
11114	-8	953	47	0	1	0	210	1	5250.781250ns
11115	-8	953	48	0	1	0	212	3	5302.343750ns
11116	-8	953	49	0	1	0	214	20	5365.625000ns
11117	-8	953	50	0	1	0	217	6	5429.687500ns
11118	-8	953	51	0	1	0	222	10	5557.812500ns
11119	-8	953	52	0	1	0	224	14	5610.937500ns
11120	-8	953	53	0	1	0	229	29	5747.656250ns
11121	-8	953	54	0	1	0	235	7	5880.468750ns
11122	-8	954	0	0	1	0	637	5	15928.906250ns
11123	-8	954	1	0	1	0	639	29	15997.656250ns
11124	-8	954	2	0	1	0	644	13	16110.156250ns
11125	-8	954	3	0	1	0	649	26	16245.312500ns
11126	-8	954	4	0	1	0	652	9	16307.031250ns
11127	-8	954	5	0	1	0	653	4	16328.125000ns
11128	-8	954	6	0	1	0	655	6	16379.687500ns
11129	-8	954	7	0	1	0	658	7	16455.468750ns
11130	-8	954	8	0	1	0	661	9	16532.031250ns
11131	-8	954	9	0	1	0	663	17	16588.281250ns
11132	-8	954	10	0	1	0	669	13	16735.156250ns
11133	-8	954	11	0	1	0	707	4	17678.125000ns
11134	-8	954	12	0	1	0	708	1	17700.781250ns
11135	-8	954	13	0	1	0	709	6	17729.687500ns
11136	-8	954	14	0	1	0	712	7	17805.468750ns
11137	-8	954	15	0	1	0	715	5	17878.906250ns
11138	-8	954	16	0	1	0	718	3	17952.343750ns
11139	-8	954	17	0	1	0	721	8	18031.250000ns
11140	-8	954	18	0	1	0	725	15	18136.718750ns
11141	-8	954	19	0	1	0	727	28	18196.875000ns
11142	-8	954	20	0	1	0	733	3	18327.343750ns
11143	-8	954	21	0	1	0	737	7	18430.468750ns
11144	-8	954	22	0	1	0	740	3	18502.343750ns
11145	-8	954	23	0	1	0	742	2	18551.562500ns
11146	-8	954	24	0	1	0	744	4	18603.125000ns
11147	-8	954	25	0	1	0	745	1	18625.781250ns
11148	-8	954	26	0	1	0	748	14	18710.937500ns
11149	-8	954	27	0	1	0	751	10	18782.812500ns
11150	-8	954	28	0	1	0	753	14	18835.937500ns
11151	-8	954	29	0	1	0	761	30	19048.437500ns
11152	-8	954	30	0	1	0	766	24	19168.750000ns
11153	-8	954	31	0	1	0	769	1	19225.781250ns
11154	-8	954	32	0	1	0	771	3	19277.343750ns
11155	-8	954	33	0	1	0	773	5	19328.906250ns
11156	-8	954	34	0	1	0	774	4	19353.125000ns
11157	-8	954	35	0	1	0	775	6	19379.687500ns
11158	-8	954	36	0	1	0	779	8	19481.250000ns
11159	-8	954	37	0	1	0	781	24	19543.750000ns
11160	-8	954	38	0	1	0	784	2	19601.562500ns
11161	-8	954	39	0	1	0	786	9	19657.031250ns
11162	-8	954	40	0	1	0	791	3	19777.343750ns
11163	-8	954	41	0	1	0	793	11	19833.593750ns
11164	-8	954	42	0	1	0	795	23	19892.968750ns
11165	-8	954	43	0	1	0	800	20	20015.625000ns
11166	-8	954	44	0	1	0	803	0	20075.000000ns
11167	-8	954	45	0	1	0	805	30	20148.437500ns
11168	-8	954	46	0	1	0	808	1	20200.781250ns
11169	-8	954	47	0	1	0	810	12	20259.375000ns
11170	-8	954	48	0	1	0	814	11	20358.593750ns
11171	-8	954	49	0	1	0	816	11	20408.593750ns
11172	-8	954	50	0	1	0	820	0	20500.000000ns
11173	-8	954	51	0	1	0	825	0	20625.000000ns
11174	-8	954	52	0	1	0	827	6	20679.687500ns
11175	-8	954	53	0	1	0	832	13	20810.156250ns
11176	-8	954	54	0	1	0	834	18	20864.062500ns
11177	-8	954	55	0	1	0	837	4	20928.125000ns
11178	-8	954	56	0	1	0	840	7	21005.468750ns
11179	-8	954	57	0	1	0	842	8	21056.250000ns
11180	-8	954	58	0	1	0	845	0	21125.000000ns
11181	-8	954	59	0	1	0	846	30	21173.437500ns
11182	-8	954	60	0	1	0	851	31	21299.218750ns
11183	-8	954	61	0	1	0	853	11	21333.593750ns
11184	-8	954	62	0	1	0	857	10	21432.812500ns
11185	-8	954	63	0	1	0	883	2	22076.562500ns
11186	-8	954	64	0	1	0	886	6	22154.687500ns
11187	-8	954	65	0	1	0	890	17	22263.281250ns
11188	-8	954	66	0	1	0	893	25	22344.531250ns
11189	-8	954	67	0	1	0	896	3	22402.343750ns
11190	-8	954	68	0	1	0	924	11	23108.593750ns
11191	-8	955	0	0	1	0	13	9	332.031250ns
11192	-8	955	1	0	1	0	14	9	357.031250ns
11193	-8	955	2	0	1	0	18	14	460.937500ns
11194	-8	955	3	0	1	0	19	18	489.062500ns
11195	-8	955	4	0	1	0	22	25	569.531250ns
11196	-8	955	5	0	1	0	69	7	1730.468750ns
11197	-8	955	6	0	1	0	72	11	1808.593750ns
11198	-8	955	7	0	1	0	74	3	1852.343750ns
11199	-8	955	8	0	1	0	76	16	1912.500000ns
11200	-8	955	9	0	1	0	81	9	2032.031250ns
11201	-8	955	10	0	1	0	83	28	2096.875000ns
11202	-8	955	11	0	1	0	86	4	2153.125000ns
11203	-8	955	12	0	1	0	90	7	2255.468750ns
11204	-8	955	13	0	1	0	93	24	2343.750000ns
11205	-8	955	14	0	1	0	96	0	2400.000000ns
11206	-8	955	15	0	1	0	101	7	2530.468750ns
11207	-8	955	16	0	1	0	102	5	2553.906250ns
11208	-8	955	17	0	1	0	104	12	2609.375000ns
11209	-8	955	18	0	1	0	107	11	2683.593750ns
11210	-8	955	19	0	1	0	110	16	2762.500000ns
11211	-8	955	20	0	1	0	112	28	2821.875000ns
11212	-8	955	21	0	1	0	115	13	2885.156250ns
11213	-8	955	22	0	1	0	132	29	3322.656250ns
11214	-8	955	23	0	1	0	137	29	3447.656250ns
11215	-8	955	24	0	1	0	139	27	3496.093750ns
11216	-8	955	25	0	1	0	141	31	3549.218750ns
11217	-8	955	26	0	1	0	146	31	3674.218750ns
11218	-8	955	27	0	1	0	149	20	3740.625000ns
11219	-8	955	28	0	1	0	151	31	3799.218750ns
11220	-8	955	29	0	1	0	153	7	3830.468750ns
11221	-8	955	30	0	1	0	155	8	3881.250000ns
11222	-8	955	31	0	1	0	159	7	3980.468750ns
11223	-8	955	32	0	1	0	161	29	4047.656250ns
11224	-8	955	33	0	1	0	164	0	4100.000000ns
11225	-8	955	34	0	1	0	169	5	4228.906250ns
11226	-8	955	35	0	1	0	170	8	4256.250000ns
11227	-8	955	36	0	1	0	173	21	4341.406250ns
11228	-8	955	37	0	1	0	175	31	4399.218750ns
11229	-8	955	38	0	1	0	178	26	4470.312500ns
11230	-8	955	39	0	1	0	183	1	4575.781250ns
11231	-8	955	40	0	1	0	186	5	4653.906250ns
11232	-8	955	41	0	1	0	188	2	4701.562500ns
11233	-8	955	42	0	1	0	190	27	4771.093750ns
11234	-8	955	43	0	1	0	193	10	4832.812500ns
11235	-8	955	44	0	1	0	198	7	4955.468750ns
11236	-8	955	45	0	1	0	200	19	5014.843750ns
11237	-8	955	46	0	1	0	205	1	5125.781250ns
11238	-8	955	47	0	1	0	210	9	5257.031250ns
11239	-8	955	48	0	1	0	215	10	5382.812500ns
11240	-8	955	49	0	1	0	216	13	5410.156250ns
11241	-8	955	50	0	1	0	217	19	5439.843750ns
11242	-8	955	51	0	1	0	221	20	5540.625000ns
11243	-8	955	52	0	1	0	225	7	5630.468750ns
11244	-8	955	53	0	1	0	227	12	5684.375000ns
11245	-8	955	54	0	1	0	230	2	5751.562500ns
11246	-8	955	55	0	1	0	232	5	5803.906250ns
11247	-8	955	56	0	1	0	234	13	5860.156250ns
11248	-8	955	57	0	1	0	237	12	5934.375000ns
11249	-8	955	58	0	1	0	239	20	5990.625000ns
11250	-8	955	59	0	1	0	242	17	6063.281250ns
11251	-8	955	60	0	1	0	247	6	6179.687500ns
11252	-8	955	61	0	1	0	249	30	6248.437500ns
11253	-8	955	62	0	1	0	251	4	6278.125000ns
11254	-8	955	63	0	1	0	253	30	6348.437500ns
11255	-8	955	64	0	1	0	256	28	6421.875000ns
11256	-8	955	65	0	1	0	260	0	6500.000000ns
11257	-8	955	66	0	1	0	262	31	6574.218750ns
11258	-8	955	67	0	1	0	266	2	6651.562500ns
11259	-8	955	68	0	1	0	312	20	7815.625000ns
11260	-8	956	0	0	1	0	82	2	2051.562500ns
11261	-8	956	1	0	1	0	84	29	2122.656250ns
11262	-8	956	2	0	1	0	87	30	2198.437500ns
11263	-8	956	3	0	1	0	90	3	2252.343750ns
11264	-8	956	4	0	1	0	93	5	2328.906250ns
11265	-8	956	5	0	1	0	96	16	2412.500000ns
11266	-8	956	6	0	1	0	100	20	2515.625000ns
11267	-8	956	7	0	1	0	105	12	2634.375000ns
11268	-8	956	8	0	1	0	106	7	2655.468750ns
11269	-8	956	9	0	1	0	117	13	2935.156250ns
11270	-8	956	10	0	1	0	119	13	2985.156250ns
